"municipio","ano","quarter","precio"
"Alcobendas",2012,1,2571.32350593679
"Alcorcón",2012,1,2062.19166452602
"Algete",2012,1,1871.14773029063
"Alpedrete",2012,1,1953.51051715077
"Aranjuez",2012,1,1615.64997466159
"Arganda Del Rey",2012,1,1747.77267635622
"Arroyomolinos",2012,1,1878.80938981372
"Boadilla Del Monte",2012,1,2777.11194450002
"Brunete",2012,1,2215.83978038789
"Cercedilla",2012,1,1737.48240240911
"Ciempozuelos",2012,1,1682.27392884063
"Collado Villalba",2012,1,1974.39395981312
"Colmenar Viejo",2012,1,2080.68323553353
"Coslada",2012,1,2176.43731266456
"El Escorial",2012,1,1952.68915763011
"Fuenlabrada",2012,1,1733.74149953989
"Galapagar",2012,1,1879.06159978382
"Getafe",2012,1,1917.61554854158
"Guadarrama",2012,1,1750.76989522391
"Humanes De Madrid",2012,1,1774.33437354217
"La Moraleja",2012,1,4629.72139279699
"Leganés",2012,1,1986.61272324268
"Majadahonda",2012,1,3078.76403708848
"Manzanares El Real",2012,1,2053.9992301132
"Meco",2012,1,1530.03931046681
"Mejorada Del Campo",2012,1,1993.80983833662
"Molar El",2012,1,1976.72909716792
"Móstoles",2012,1,1727.54046561334
"Navalcarnero",2012,1,1736.58498018465
"Paracuellos Del Jarama",2012,1,2291.65543819111
"Parla",2012,1,1531.28154820369
"Pinto",2012,1,2000.38763105853
"Pozuelo De Alarcón",2012,1,3528.02335758357
"Rivas-Vacíamadrid",2012,1,2131.72290734859
"Rozas De Madrid (Las)",2012,1,2853.05602970262
"San Agustín De Guadalix",2012,1,2175.09108346695
"San Fernando De Henares",2012,1,2169.9370366505
"San Lorenzo Del Escorial",2012,1,2173.38239026754
"San Martín De La Vega",2012,1,1520.22779567278
"San Martín De Valdeiglesias",2012,1,1265.19817908052
"San Sebastián De Los Reyes",2012,1,2553.06098621961
"Sevilla La Nueva",2012,1,1954.79668379799
"Torrejón De Ardoz",2012,1,1745.12294893543
"Torrelodones",2012,1,2465.40680749318
"Tres Cantos",2012,1,2698.52334866727
"Valdemoro",2012,1,1820.01212289533
"Villanueva De La Cañada",2012,1,2515.9245346016
"Villanueva Del Pardillo",2012,1,2353.74395425917
"Villaviciosa De Odón",2012,1,2678.35592332526
"Alcalá De Henares",2012,2,1815.2061763653
"Alcobendas",2012,2,2461.90055168438
"Alcorcón",2012,2,1985.98629551616
"Algete",2012,2,1813.18682902261
"Alpedrete",2012,2,1936.49504409309
"Aranjuez",2012,2,1582.16252913632
"Arganda Del Rey",2012,2,1720.94399281826
"Arroyomolinos",2012,2,1725.95008318079
"Boadilla Del Monte",2012,2,2775.29488230072
"Brunete",2012,2,2154.66236523302
"Cercedilla",2012,2,1681.09064637255
"Ciempozuelos",2012,2,1634.8052411482
"Collado Villalba",2012,2,1918.46553928142
"Colmenar Viejo",2012,2,2032.14582018215
"Coslada",2012,2,2112.95779907079
"El Escorial",2012,2,1914.10677054129
"Fuenlabrada",2012,2,1693.46054341927
"Galapagar",2012,2,1798.64765114339
"Getafe",2012,2,1848.35934713265
"Guadarrama",2012,2,1723.1661774071
"Humanes De Madrid",2012,2,1787.9419517844
"La Moraleja",2012,2,4597.92019993433
"Leganés",2012,2,1906.11380176746
"Majadahonda",2012,2,2999.33480236164
"Manzanares El Real",2012,2,1934.0906088076
"Meco",2012,2,1417.07896475047
"Mejorada Del Campo",2012,2,1841.28028683257
"Molar El",2012,2,1914.93999217367
"Móstoles",2012,2,1652.19704971691
"Navalcarnero",2012,2,1662.48232898472
"Paracuellos Del Jarama",2012,2,2201.14610489685
"Parla",2012,2,1442.28451391646
"Pinto",2012,2,1905.78622545567
"Pozuelo De Alarcón",2012,2,3457.76814972571
"Rivas-Vacíamadrid",2012,2,2049.37542884918
"Rozas De Madrid (Las)",2012,2,2776.88413036372
"San Agustín De Guadalix",2012,2,2084.94071250631
"San Fernando De Henares",2012,2,2134.84076516883
"San Lorenzo Del Escorial",2012,2,2086.65581249687
"San Martín De La Vega",2012,2,1492.23705172289
"San Martín De Valdeiglesias",2012,2,1255.21991036397
"San Sebastián De Los Reyes",2012,2,2470.24860182914
"Sevilla La Nueva",2012,2,1893.37172207002
"Torrejón De Ardoz",2012,2,1685.40345075102
"Torrelodones",2012,2,2375.5972434215
"Tres Cantos",2012,2,2645.46395465671
"Valdemoro",2012,2,1783.27021077556
"Villanueva De La Cañada",2012,2,2374.13931338971
"Villanueva Del Pardillo",2012,2,2316.80916822745
"Villaviciosa De Odón",2012,2,2722.71383325569
"Alcalá De Henares",2012,3,1728.5848706708
"Alcobendas",2012,3,2433.30343452338
"Alcorcón",2012,3,1953.03688610958
"Algete",2012,3,1762.65031028434
"Alpedrete",2012,3,1910.7775860128
"Aranjuez",2012,3,1512.09369250923
"Arganda Del Rey",2012,3,1670.38760062935
"Arroyomolinos",2012,3,1824.50676392463
"Boadilla Del Monte",2012,3,2767.43813109986
"Brunete",2012,3,2125.75158199638
"Cercedilla",2012,3,1664.18506410298
"Ciempozuelos",2012,3,1623.23398610763
"Collado Villalba",2012,3,1856.19483646886
"Colmenar Viejo",2012,3,2015.41614421629
"Coslada",2012,3,2026.80413353979
"El Escorial",2012,3,1877.25427289912
"Fuenlabrada",2012,3,1646.66934058122
"Galapagar",2012,3,1725.64523089152
"Getafe",2012,3,1789.29486132765
"Guadarrama",2012,3,1678.44598500998
"Humanes De Madrid",2012,3,1719.2484244634
"La Moraleja",2012,3,4548.39553217072
"Leganés",2012,3,1848.18451848612
"Majadahonda",2012,3,2921.53798306603
"Manzanares El Real",2012,3,1904.20865935683
"Meco",2012,3,1329.23112466384
"Mejorada Del Campo",2012,3,1798.47023587174
"Molar El",2012,3,1921.32798433035
"Móstoles",2012,3,1608.51927969999
"Navalcarnero",2012,3,1680.62709859096
"Paracuellos Del Jarama",2012,3,2175.30393582223
"Parla",2012,3,1437.78684412774
"Pinto",2012,3,1843.42795999082
"Pozuelo De Alarcón",2012,3,3199.14872819588
"Rivas-Vacíamadrid",2012,3,2004.42516964121
"Rozas De Madrid (Las)",2012,3,2715.28107042602
"San Agustín De Guadalix",2012,3,2033.67626782552
"San Fernando De Henares",2012,3,2079.62056584371
"San Lorenzo Del Escorial",2012,3,2029.93911489834
"San Martín De La Vega",2012,3,1435.83930024732
"San Martín De Valdeiglesias",2012,3,1200.59555807881
"San Sebastián De Los Reyes",2012,3,2463.39366680276
"Sevilla La Nueva",2012,3,1847.14278531006
"Torrejón De Ardoz",2012,3,1680.80796260012
"Torrelodones",2012,3,2340.28492228468
"Tres Cantos",2012,3,2586.036850307
"Valdemoro",2012,3,1742.91164269773
"Villanueva De La Cañada",2012,3,2345.83346760859
"Villanueva Del Pardillo",2012,3,2279.51874990806
"Villaviciosa De Odón",2012,3,2698.4776455294
"Alcalá De Henares",2012,4,1698.94279844918
"Alcobendas",2012,4,2358.95101149003
"Alcorcón",2012,4,1899.78159063093
"Algete",2012,4,1754.44088795238
"Alpedrete",2012,4,1881.97842733676
"Aranjuez",2012,4,1509.54073785993
"Arganda Del Rey",2012,4,1588.03564075698
"Arroyomolinos",2012,4,1733.6016266896
"Boadilla Del Monte",2012,4,2659.3455954601
"Brunete",2012,4,2072.15642843595
"Cercedilla",2012,4,1624.4877758634
"Ciempozuelos",2012,4,1602.36807916499
"Collado Villalba",2012,4,1792.96700772912
"Colmenar Viejo",2012,4,2026.63539869683
"Coslada",2012,4,1958.02691282123
"El Escorial",2012,4,1826.06939203775
"Fuenlabrada",2012,4,1622.03596635047
"Galapagar",2012,4,1681.50933639955
"Getafe",2012,4,1756.76505466098
"Guadarrama",2012,4,1633.04766313473
"Humanes De Madrid",2012,4,1689.48900561768
"La Moraleja",2012,4,4413.59558185687
"Leganés",2012,4,1783.33705990167
"Majadahonda",2012,4,2826.1890399045
"Manzanares El Real",2012,4,1842.70414649922
"Meco",2012,4,1306.37380173714
"Mejorada Del Campo",2012,4,1793.0598446512
"Molar El",2012,4,1913.35396227001
"Móstoles",2012,4,1588.22047929577
"Navalcarnero",2012,4,1641.53566322813
"Paracuellos Del Jarama",2012,4,2156.62093358703
"Parla",2012,4,1420.15770704829
"Pinto",2012,4,1777.3453656325
"Pozuelo De Alarcón",2012,4,3234.09342567966
"Rivas-Vacíamadrid",2012,4,1950.67408641491
"Rozas De Madrid (Las)",2012,4,2634.00104236639
"San Agustín De Guadalix",2012,4,1938.46236615039
"San Fernando De Henares",2012,4,2065.65494011034
"San Lorenzo Del Escorial",2012,4,1895.70456297739
"San Martín De La Vega",2012,4,1417.71014484406
"San Martín De Valdeiglesias",2012,4,1209.10601306735
"San Sebastián De Los Reyes",2012,4,2352.99939781988
"Sevilla La Nueva",2012,4,1759.56156309088
"Torrejón De Ardoz",2012,4,1671.94405626788
"Torrelodones",2012,4,2309.90347741794
"Tres Cantos",2012,4,2466.06666521462
"Valdemoro",2012,4,1693.23007219958
"Villanueva De La Cañada",2012,4,2164.6048280125
"Villanueva Del Pardillo",2012,4,2234.1854897787
"Villaviciosa De Odón",2012,4,2493.69235136619
"Alcalá De Henares",2013,1,1686.76431067944
"Alcobendas",2013,1,2340.02044738045
"Alcorcón",2013,1,1881.48308341513
"Algete",2013,1,1702.23783021827
"Alpedrete",2013,1,1842.63404139153
"Aranjuez",2013,1,1495.61864541404
"Arganda Del Rey",2013,1,1580.8604746944
"Arroyomolinos",2013,1,1769.50845653364
"Boadilla Del Monte",2013,1,2593.43559482923
"Brunete",2013,1,2071.92292209717
"Cercedilla",2013,1,1605.85894285591
"Ciempozuelos",2013,1,1553.69098730861
"Collado Villalba",2013,1,1773.97614689219
"Colmenar Viejo",2013,1,2025.88983591805
"Coslada",2013,1,1910.7694736745
"El Escorial",2013,1,1795.35288338898
"Fuenlabrada",2013,1,1607.41385805058
"Galapagar",2013,1,1636.05840390818
"Getafe",2013,1,1733.56513623321
"Guadarrama",2013,1,1616.87991617162
"Humanes De Madrid",2013,1,1664.09737547579
"La Moraleja",2013,1,4390.81586226426
"Leganés",2013,1,1760.10318797362
"Majadahonda",2013,1,2773.15443936962
"Manzanares El Real",2013,1,1769.08372128229
"Meco",2013,1,1325.52134994998
"Mejorada Del Campo",2013,1,1782.94088429306
"Molar El",2013,1,1902.64318885048
"Móstoles",2013,1,1538.13065808568
"Navalcarnero",2013,1,1615.7857666301
"Paracuellos Del Jarama",2013,1,2140.13034272381
"Parla",2013,1,1418.48177372419
"Pinto",2013,1,1733.31473685493
"Pozuelo De Alarcón",2013,1,3157.28150811312
"Rivas-Vacíamadrid",2013,1,1901.84671932461
"Rozas De Madrid (Las)",2013,1,2557.32041899939
"San Agustín De Guadalix",2013,1,1968.61433715671
"San Fernando De Henares",2013,1,2003.86377231553
"San Lorenzo Del Escorial",2013,1,1849.3343100774
"San Martín De La Vega",2013,1,1393.08011847243
"San Martín De Valdeiglesias",2013,1,1189.2048580519
"San Sebastián De Los Reyes",2013,1,2294.39799840748
"Sevilla La Nueva",2013,1,1699.51808049328
"Torrejón De Ardoz",2013,1,1643.98441358419
"Torrelodones",2013,1,2200.54893964764
"Tres Cantos",2013,1,2452.09741567831
"Valdemoro",2013,1,1669.46237878728
"Villanueva De La Cañada",2013,1,2155.36904630278
"Villanueva Del Pardillo",2013,1,2150.77468447985
"Villaviciosa De Odón",2013,1,2472.53253055714
"Alcalá De Henares",2013,2,1662.48151594551
"Alcobendas",2013,2,2260.19861409366
"Alcorcón",2013,2,1844.0047772244
"Algete",2013,2,1685.77590060235
"Alpedrete",2013,2,1736.14287443045
"Aranjuez",2013,2,1425.7170098618
"Arganda Del Rey",2013,2,1550.09096616341
"Arroyomolinos",2013,2,1772.17246912347
"Boadilla Del Monte",2013,2,2581.22339362777
"Brunete",2013,2,2031.60514262714
"Cercedilla",2013,2,1587.58289045925
"Ciempozuelos",2013,2,1549.20777197025
"Collado Villalba",2013,2,1739.73930944287
"Colmenar Viejo",2013,2,1945.9434588319
"Coslada",2013,2,1905.07430465891
"El Escorial",2013,2,1706.77233812933
"Fuenlabrada",2013,2,1581.08936899744
"Galapagar",2013,2,1589.74725128208
"Getafe",2013,2,1701.15834034941
"Guadarrama",2013,2,1595.09523127957
"Humanes De Madrid",2013,2,1640.54221494908
"La Moraleja",2013,2,4261.18490094185
"Leganés",2013,2,1714.13853764369
"Majadahonda",2013,2,2713.14105858385
"Manzanares El Real",2013,2,1814.19895727773
"Meco",2013,2,1253.19758310094
"Mejorada Del Campo",2013,2,1775.22354800761
"Molar El",2013,2,1812.7087612736
"Móstoles",2013,2,1496.73969563164
"Navalcarnero",2013,2,1560.55714110537
"Paracuellos Del Jarama",2013,2,2099.82204003077
"Parla",2013,2,1367.22758592397
"Pinto",2013,2,1604.08108428111
"Pozuelo De Alarcón",2013,2,3084.59902662783
"Rivas-Vacíamadrid",2013,2,1846.5268300573
"Rozas De Madrid (Las)",2013,2,2458.69448185251
"San Agustín De Guadalix",2013,2,1881.13451539569
"San Fernando De Henares",2013,2,1909.64809658656
"San Lorenzo Del Escorial",2013,2,1774.82647617477
"San Martín De La Vega",2013,2,1366.33631585624
"San Martín De Valdeiglesias",2013,2,1119.76097137488
"San Sebastián De Los Reyes",2013,2,2258.87596696605
"Sevilla La Nueva",2013,2,1691.62786138431
"Torrejón De Ardoz",2013,2,1597.07649513425
"Torrelodones",2013,2,2106.95869507687
"Tres Cantos",2013,2,2411.29007075732
"Valdemoro",2013,2,1646.99205238206
"Villanueva De La Cañada",2013,2,2077.68328306619
"Villanueva Del Pardillo",2013,2,2107.27535487351
"Villaviciosa De Odón",2013,2,2447.00471269098
"Alcalá De Henares",2013,3,1657.57
"Alcobendas",2013,3,2309.81
"Alcorcón",2013,3,1969.24
"Algete",2013,3,1576.29
"Alpedrete",2013,3,1746.75
"Aranjuez",2013,3,1444.91
"Arganda Del Rey",2013,3,1615.36
"Arroyomolinos",2013,3,1571.64
"Boadilla Del Monte",2013,3,2573.91
"Brunete",2013,3,2039.81
"Cercedilla",2013,3,1411.73
"Ciempozuelos",2013,3,1477.33794913004
"Collado Villalba",2013,3,1740.53
"Colmenar Viejo",2013,3,1973.34
"Coslada",2013,3,1922.36
"El Escorial",2013,3,1663.08531319601
"Fuenlabrada",2013,3,1629.62
"Galapagar",2013,3,1612.06
"Getafe",2013,3,1796.34
"Guadarrama",2013,3,1492.85
"Humanes De Madrid",2013,3,1481.63
"La Moraleja",2013,3,4216
"Leganés",2013,3,1841.02
"Majadahonda",2013,3,2695.72
"Manzanares El Real",2013,3,1684.11
"Meco",2013,3,1181.42502769635
"Mejorada Del Campo",2013,3,1662.82
"Molar El",2013,3,1658.33
"Móstoles",2013,3,1562.05
"Navalcarnero",2013,3,1441.2
"Paracuellos Del Jarama",2013,3,2133.73
"Parla",2013,3,1390.15
"Pinto",2013,3,1637.31894411381
"Pozuelo De Alarcón",2013,3,2991.42
"Rivas-Vacíamadrid",2013,3,1891.92
"Rozas De Madrid (Las)",2013,3,2550.91
"San Agustín De Guadalix",2013,3,1856.66
"San Fernando De Henares",2013,3,2039.87
"San Lorenzo Del Escorial",2013,3,1748.8356986228
"San Martín De La Vega",2013,3,1267.04
"San Martín De Valdeiglesias",2013,3,1090.82
"San Sebastián De Los Reyes",2013,3,2280.67
"Sevilla La Nueva",2013,3,1565.60258882857
"Torrejón De Ardoz",2013,3,1572.46
"Torrelodones",2013,3,2166.51
"Tres Cantos",2013,3,2382.36
"Valdemoro",2013,3,1722.5
"Villanueva De La Cañada",2013,3,1964.43248644617
"Villanueva Del Pardillo",2013,3,2148.45
"Villaviciosa De Odón",2013,3,2575.17
"Alcalá De Henares",2013,4,1550.81596819294
"Alcobendas",2013,4,2217.70932488695
"Alcorcón",2013,4,1825.79406537631
"Algete",2013,4,1555.22753029696
"Alpedrete",2013,4,1713.41775821406
"Aranjuez",2013,4,1411.82775900528
"Arganda Del Rey",2013,4,1587.77855913278
"Arroyomolinos",2013,4,1560.6687787134
"Boadilla Del Monte",2013,4,2508.66108502239
"Brunete",2013,4,2016.36532805013
"Cercedilla",2013,4,1446.72349447568
"Ciempozuelos",2013,4,1538.95377461582
"Collado Villalba",2013,4,1709.18019514994
"Colmenar Viejo",2013,4,1971.39297524696
"Coslada",2013,4,1809.12005100668
"El Escorial",2013,4,1721.74510883151
"Fuenlabrada",2013,4,1566.68624312541
"Galapagar",2013,4,1614.17032573564
"Getafe",2013,4,1684.20045943893
"Guadarrama",2013,4,1509.56496961133
"Humanes De Madrid",2013,4,1481.23946319178
"La Moraleja",2013,4,4186.74218988282
"Leganés",2013,4,1790.10445072358
"Majadahonda",2013,4,2667.94929645353
"Manzanares El Real",2013,4,1659.51875101742
"Meco",2013,4,1293.4771226313
"Mejorada Del Campo",2013,4,1655.2683909486
"Molar El",2013,4,1656.04677344626
"Móstoles",2013,4,1504.62124352852
"Navalcarnero",2013,4,1437.60901433569
"Paracuellos Del Jarama",2013,4,2063.5665861262
"Parla",2013,4,1377.63687866901
"Pinto",2013,4,1709.0069969243
"Pozuelo De Alarcón",2013,4,2995.59375053791
"Rivas-Vacíamadrid",2013,4,1792.64756955219
"Rozas De Madrid (Las)",2013,4,2440.69548121073
"San Agustín De Guadalix",2013,4,1875.15721648638
"San Fernando De Henares",2013,4,1944.13965117294
"San Lorenzo Del Escorial",2013,4,1805.69350657514
"San Martín De La Vega",2013,4,1366.34206891645
"San Martín De Valdeiglesias",2013,4,1089.80081866818
"San Sebastián De Los Reyes",2013,4,2203.21254657392
"Sevilla La Nueva",2013,4,1719.91727151536
"Torrejón De Ardoz",2013,4,1547.54857659325
"Torrelodones",2013,4,2075.72367684914
"Tres Cantos",2013,4,2342.73364628019
"Valdemoro",2013,4,1661.70799669964
"Villanueva De La Cañada",2013,4,2043.18348217059
"Villanueva Del Pardillo",2013,4,2070.78366724374
"Villaviciosa De Odón",2013,4,2443.91762899979
"Alcalá De Henares",2014,1,1594.5668253407
"Alcobendas",2014,1,2255.36478156548
"Alcorcón",2014,1,1833.09516278815
"Algete",2014,1,1552.80597210599
"Alpedrete",2014,1,1689.01283153186
"Aranjuez",2014,1,1383.18286001899
"Arganda Del Rey",2014,1,1528.80811200966
"Arroyomolinos",2014,1,1555.92057130127
"Boadilla Del Monte",2014,1,2481.29280283575
"Brunete",2014,1,1989.58539206607
"Cercedilla",2014,1,1393.20122585703
"Ciempozuelos",2014,1,1424.00841436563
"Collado Villalba",2014,1,1670.57997803952
"Colmenar Viejo",2014,1,1906.55437979835
"Coslada",2014,1,1818.71206216056
"El Escorial",2014,1,1758.22004019258
"Fuenlabrada",2014,1,1546.73467981632
"Galapagar",2014,1,1574.6164853272
"Getafe",2014,1,1705.96803109349
"Guadarrama",2014,1,1426.82204838974
"Humanes De Madrid",2014,1,1480.40764856595
"La Moraleja",2014,1,4142.33226517925
"Leganés",2014,1,1807.65813087374
"Majadahonda",2014,1,2630.03030158961
"Manzanares El Real",2014,1,1625.11767301041
"Meco",2014,1,1201.76293192809
"Mejorada Del Campo",2014,1,1631.00349625879
"Molar El",2014,1,1652.27514192446
"Móstoles",2014,1,1466.43240103045
"Navalcarnero",2014,1,1356.2039785137
"Paracuellos Del Jarama",2014,1,1983.06964661168
"Parla",2014,1,1250.79696567657
"Pinto",2014,1,1695.07663462048
"Pozuelo De Alarcón",2014,1,2972.55914353972
"Rivas-Vacíamadrid",2014,1,1886.07814181614
"Rozas De Madrid (Las)",2014,1,2459.87671787929
"San Agustín De Guadalix",2014,1,1796.37791876808
"San Fernando De Henares",2014,1,1986.32932326414
"San Lorenzo Del Escorial",2014,1,1766.5338438081
"San Martín De La Vega",2014,1,1128.05512581892
"San Martín De Valdeiglesias",2014,1,1062.839583921
"San Sebastián De Los Reyes",2014,1,2270.75560456595
"Sevilla La Nueva",2014,1,1671.34148936646
"Torrejón De Ardoz",2014,1,1508.52497666661
"Torrelodones",2014,1,2189.59403577792
"Tres Cantos",2014,1,2370.43565102613
"Valdemoro",2014,1,1632.66783196366
"Villanueva De La Cañada",2014,1,2073.50803869065
"Villanueva Del Pardillo",2014,1,2053.41389195349
"Villaviciosa De Odón",2014,1,2369.11992867373
"Alcalá De Henares",2014,2,1496.41
"Alcobendas",2014,2,2087.78
"Alcorcón",2014,2,1694.96
"Algete",2014,2,1511.81
"Alpedrete",2014,2,1659.16
"Aranjuez",2014,2,1322.31
"Arganda Del Rey",2014,2,1471.69
"Arroyomolinos",2014,2,1567.56
"Boadilla Del Monte",2014,2,2455.84
"Brunete",2014,2,1900.44
"Cercedilla",2014,2,1371.06
"Ciempozuelos",2014,2,1306.41
"Collado Villalba",2014,2,1586.13
"Colmenar Viejo",2014,2,1878.65
"Coslada",2014,2,1767.24
"El Escorial",2014,2,1689.86
"Fuenlabrada",2014,2,1445.24
"Galapagar",2014,2,1490.34
"Getafe",2014,2,1597.15
"Guadarrama",2014,2,1405.53
"Humanes De Madrid",2014,2,1434.94
"La Moraleja",2014,2,4148.02
"Leganés",2014,2,1633.29
"Majadahonda",2014,2,2583.47
"Manzanares El Real",2014,2,1599.44
"Meco",2014,2,1153.19
"Mejorada Del Campo",2014,2,1483.72
"Molar El",2014,2,1460.02
"Móstoles",2014,2,1385.82
"Navalcarnero",2014,2,1318.24
"Paracuellos Del Jarama",2014,2,1949.28
"Parla",2014,2,1190.15
"Pinto",2014,2,1603.68
"Pozuelo De Alarcón",2014,2,2925.97
"Rivas-Vacíamadrid",2014,2,1772.41
"Rozas De Madrid (Las)",2014,2,2394.22
"San Agustín De Guadalix",2014,2,1714.05
"San Fernando De Henares",2014,2,1921.85
"San Lorenzo Del Escorial",2014,2,1748.04
"San Martín De La Vega",2014,2,1113.7
"San Martín De Valdeiglesias",2014,2,1030.54
"San Sebastián De Los Reyes",2014,2,2138.87
"Sevilla La Nueva",2014,2,1620.08
"Torrejón De Ardoz",2014,2,1405.47
"Torrelodones",2014,2,2052.38
"Tres Cantos",2014,2,2327.94
"Valdemoro",2014,2,1534.79
"Villanueva De La Cañada",2014,2,1974.56
"Villanueva Del Pardillo",2014,2,1905.96
"Villaviciosa De Odón",2014,2,2332.1
"Alcalá De Henares",2014,3,1465.95544487023
"Alcobendas",2014,3,2033.93470026761
"Alcorcón",2014,3,1652.86303790681
"Algete",2014,3,1513.94902974647
"Alpedrete",2014,3,1628.30259610893
"Aranjuez",2014,3,1266.93006932132
"Arganda Del Rey",2014,3,1436.19481714102
"Arroyomolinos",2014,3,1558.53954614336
"Boadilla Del Monte",2014,3,2411.35651960784
"Brunete",2014,3,1861.0805518235
"Cercedilla",2014,3,1387.70153705117
"Ciempozuelos",2014,3,1292.92942004357
"Collado Villalba",2014,3,1521.38263202869
"Colmenar Viejo",2014,3,1858.47865475198
"Coslada",2014,3,1769.80342250804
"El Escorial",2014,3,1554.82544730898
"Fuenlabrada",2014,3,1432.43364460865
"Galapagar",2014,3,1442.0937739558
"Getafe",2014,3,1621.10259547507
"Guadarrama",2014,3,1391.8107883289
"Humanes De Madrid",2014,3,1389.27679684953
"La Moraleja",2014,3,4087.02412509239
"Leganés",2014,3,1604.24885841987
"Majadahonda",2014,3,2591.23265829252
"Manzanares El Real",2014,3,1586.03649004365
"Meco",2014,3,1119.66703448812
"Mejorada Del Campo",2014,3,1429.64101116166
"Molar El",2014,3,1562.33004136835
"Móstoles",2014,3,1345.53349617721
"Navalcarnero",2014,3,1274.13035672793
"Paracuellos Del Jarama",2014,3,1924.86444963496
"Parla",2014,3,1141.92639619133
"Pinto",2014,3,1608.94327420291
"Pozuelo De Alarcón",2014,3,2939.73124083039
"Rivas-Vacíamadrid",2014,3,1759.47640790105
"Rozas De Madrid (Las)",2014,3,2372.98208969316
"San Agustín De Guadalix",2014,3,1686.15204623876
"San Fernando De Henares",2014,3,1896.04790073788
"San Lorenzo Del Escorial",2014,3,1692.63424040402
"San Martín De La Vega",2014,3,1077.97348573399
"San Martín De Valdeiglesias",2014,3,1017.48996098749
"San Sebastián De Los Reyes",2014,3,2092.20595072749
"Sevilla La Nueva",2014,3,1482.34833001578
"Torrejón De Ardoz",2014,3,1369.67200852371
"Torrelodones",2014,3,2037.15950169643
"Tres Cantos",2014,3,2310.65979901656
"Valdemoro",2014,3,1502.42774808691
"Villanueva De La Cañada",2014,3,1848.8139660331
"Villanueva Del Pardillo",2014,3,1898.64491605271
"Villaviciosa De Odón",2014,3,2295.13990247484
"Alcalá De Henares",2014,4,1456.64653099466
"Alcobendas",2014,4,1986.85130410888
"Alcorcón",2014,4,1664.51283184073
"Algete",2014,4,1425.24101430228
"Alpedrete",2014,4,1570.73342738754
"Aranjuez",2014,4,1184.16553920335
"Arganda Del Rey",2014,4,1440.44615858994
"Arroyomolinos",2014,4,1532.69860676192
"Boadilla Del Monte",2014,4,2387.6950178764
"Brunete",2014,4,1702.64286111881
"Cercedilla",2014,4,1318.31658313305
"Ciempozuelos",2014,4,1283.95811443582
"Collado Villalba",2014,4,1491.68041186174
"Colmenar Viejo",2014,4,1807.31166978779
"Coslada",2014,4,1757.20619470254
"El Escorial",2014,4,1513.31000164966
"Fuenlabrada",2014,4,1372.20049282353
"Galapagar",2014,4,1391.32854387696
"Getafe",2014,4,1562.73126833563
"Guadarrama",2014,4,1299.95449759004
"Humanes De Madrid",2014,4,1311.8579535058
"La Moraleja",2014,4,4105.71656855939
"Leganés",2014,4,1553.09333365135
"Majadahonda",2014,4,2567.20168984545
"Manzanares El Real",2014,4,1561.63312153079
"Meco",2014,4,1045.21926052257
"Mejorada Del Campo",2014,4,1434.51965207278
"Molar El",2014,4,1529.26387804974
"Móstoles",2014,4,1301.64451170828
"Navalcarnero",2014,4,1293.6764218405
"Paracuellos Del Jarama",2014,4,1916.47983646154
"Parla",2014,4,1115.95015518507
"Pinto",2014,4,1557.98893461682
"Pozuelo De Alarcón",2014,4,2917.14451789937
"Rivas-Vacíamadrid",2014,4,1747.80574157726
"Rozas De Madrid (Las)",2014,4,2376.30114446161
"San Agustín De Guadalix",2014,4,1656.30364028276
"San Fernando De Henares",2014,4,1860.65452930823
"San Lorenzo Del Escorial",2014,4,1657.11252296413
"San Martín De La Vega",2014,4,1051.43009314174
"San Martín De Valdeiglesias",2014,4,971.908251859988
"San Sebastián De Los Reyes",2014,4,2098.91059849511
"Sevilla La Nueva",2014,4,1363.99574525328
"Torrejón De Ardoz",2014,4,1346.19917261361
"Torrelodones",2014,4,2120.12200034615
"Tres Cantos",2014,4,2279.06397790014
"Valdemoro",2014,4,1542.71360378107
"Villanueva De La Cañada",2014,4,1839.03572658507
"Villanueva Del Pardillo",2014,4,1854.54928151652
"Villaviciosa De Odón",2014,4,2223.65293009983
"Alcalá De Henares",2015,1,1510.0006194299
"Alcobendas",2015,1,2011.84346025499
"Alcorcón",2015,1,1704.859185705
"Algete",2015,1,1413.68814050339
"Alpedrete",2015,1,1510.42350938521
"Aranjuez",2015,1,1228.89549067562
"Arganda Del Rey",2015,1,1360.35512394913
"Arroyomolinos",2015,1,1665.69033654331
"Boadilla Del Monte",2015,1,2422.61471575412
"Brunete",2015,1,1781.09741938599
"Cercedilla",2015,1,1340.85248668758
"Ciempozuelos",2015,1,1284.32675245841
"Collado Villalba",2015,1,1482.13696394276
"Colmenar Viejo",2015,1,1850.98581608151
"Coslada",2015,1,1769.94938054516
"El Escorial",2015,1,1550.29454268477
"Fuenlabrada",2015,1,1402.96998292595
"Galapagar",2015,1,1397.0422557027
"Getafe",2015,1,1571.35484552315
"Guadarrama",2015,1,1290.7189340115
"Humanes De Madrid",2015,1,1320.7551305731
"La Moraleja",2015,1,4174.08814580697
"Leganés",2015,1,1583.34764378676
"Majadahonda",2015,1,2580.70653807809
"Manzanares El Real",2015,1,1530.02493354351
"Meco",2015,1,1144.13585351253
"Mejorada Del Campo",2015,1,1538.53996459785
"Molar El",2015,1,1458.36498617766
