"municipio","ano","quarter","precio"
"Parla",2005,3,2270.40074106207
"Pinto",2005,3,NA
"Pozuelo De Alarcón",2005,3,3610.59898140384
"Rivas-Vacíamadrid",2005,3,2663.64409728759
"Rozas De Madrid (Las)",2005,3,3320.10755603111
"San Agustín De Guadalix",2005,3,NA
"San Fernando De Henares",2005,3,3065.25569963503
"San Lorenzo Del Escorial",2005,3,NA
"San Martín De La Vega",2005,3,2040.73591702852
"San Martín De Valdeiglesias",2005,3,NA
"San Sebastián De Los Reyes",2005,3,3056.23537898558
"Sevilla La Nueva",2005,3,2550.44992737328
"Torrejón De Ardoz",2005,3,2409.50131896851
"Torrelodones",2005,3,3171.84355226357
"Tres Cantos",2005,3,3289.64000835791
"Valdemoro",2005,3,2338.95030567886
"Villanueva De La Cañada",2005,3,NA
"Villanueva Del Pardillo",2005,3,2877.52297615191
"Villaviciosa De Odón",2005,3,NA
"Alcalá De Henares",2005,4,2685.37893419937
"Alcobendas",2005,4,3488.76557683802
"Alcorcón",2005,4,2830.15242278399
"Algete",2005,4,NA
"Alpedrete",2005,4,2658.46748451669
"Aranjuez",2005,4,2300.26514838121
"Arganda Del Rey",2005,4,2352.60204488673
"Arroyomolinos",2005,4,NA
"Boadilla Del Monte",2005,4,3185.16341298726
"Brunete",2005,4,3207.70985931827
"Cercedilla",2005,4,NA
"Ciempozuelos",2005,4,2641.95640412392
"Collado Villalba",2005,4,2422.39812878369
"Colmenar Viejo",2005,4,2741.4190215796
"Coslada",2005,4,2906.94917637911
"El Escorial",2005,4,2954.84939398757
"Fuenlabrada",2005,4,2414.61904251094
"Galapagar",2005,4,2465.0050949407
"Getafe",2005,4,2916.239886964
"Guadarrama",2005,4,NA
"Humanes De Madrid",2005,4,NA
"La Moraleja",2005,4,NA
"Leganés",2005,4,2861.37594230018
"Majadahonda",2005,4,3317.432218869
"Manzanares El Real",2005,4,NA
"Meco",2005,4,NA
"Mejorada Del Campo",2005,4,NA
"Molar El",2005,4,NA
"Móstoles",2005,4,2422.63023745444
"Navalcarnero",2005,4,NA
"Paracuellos Del Jarama",2005,4,NA
"Parla",2005,4,2359.22247348322
"Pinto",2005,4,NA
"Pozuelo De Alarcón",2005,4,3670.65556678678
"Rivas-Vacíamadrid",2005,4,2774.92432922896
"Rozas De Madrid (Las)",2005,4,3339.48112205053
"San Agustín De Guadalix",2005,4,NA
"San Fernando De Henares",2005,4,3177.61095686924
"San Lorenzo Del Escorial",2005,4,NA
"San Martín De La Vega",2005,4,2088.70620303115
"San Martín De Valdeiglesias",2005,4,NA
"San Sebastián De Los Reyes",2005,4,3080.31602543852
"Sevilla La Nueva",2005,4,2604.32196545079
"Torrejón De Ardoz",2005,4,2483.46834852474
"Torrelodones",2005,4,3197.1698555136
"Tres Cantos",2005,4,3343.63533831857
"Valdemoro",2005,4,2525.88433573547
"Villanueva De La Cañada",2005,4,NA
"Villanueva Del Pardillo",2005,4,2974.42068809353
"Villaviciosa De Odón",2005,4,NA
"Alcalá De Henares",2006,1,2770.28801941337
"Alcobendas",2006,1,3594.34738479848
"Alcorcón",2006,1,2899.27069308476
"Algete",2006,1,NA
"Alpedrete",2006,1,2768.78790733278
"Aranjuez",2006,1,2414.71195891473
"Arganda Del Rey",2006,1,2534.72457549453
"Arroyomolinos",2006,1,NA
"Boadilla Del Monte",2006,1,3315.14219026635
"Brunete",2006,1,2896.78381897699
"Cercedilla",2006,1,NA
"Ciempozuelos",2006,1,2412.83031072819
"Collado Villalba",2006,1,2469.72755589852
"Colmenar Viejo",2006,1,2789.88124910889
"Coslada",2006,1,3043.62902922854
"El Escorial",2006,1,2602.02177063965
"Fuenlabrada",2006,1,2508.39886143912
"Galapagar",2006,1,2391.05021388281
"Getafe",2006,1,3013.54541089123
"Guadarrama",2006,1,NA
"Humanes De Madrid",2006,1,NA
"La Moraleja",2006,1,NA
"Leganés",2006,1,2952.56065874615
"Majadahonda",2006,1,3543.74914671742
"Manzanares El Real",2006,1,NA
"Meco",2006,1,NA
"Mejorada Del Campo",2006,1,NA
"Molar El",2006,1,NA
"Móstoles",2006,1,2522.76997896304
"Navalcarnero",2006,1,NA
"Paracuellos Del Jarama",2006,1,NA
"Parla",2006,1,2421.40576555277
"Pinto",2006,1,2794.69972876409
"Pozuelo De Alarcón",2006,1,3778.41634846983
"Rivas-Vacíamadrid",2006,1,2828.41109200518
"Rozas De Madrid (Las)",2006,1,3459.656834982
"San Agustín De Guadalix",2006,1,NA
"San Fernando De Henares",2006,1,3431.63334819185
"San Lorenzo Del Escorial",2006,1,NA
"San Martín De La Vega",2006,1,2190.34269914314
"San Martín De Valdeiglesias",2006,1,NA
"San Sebastián De Los Reyes",2006,1,3198.93673315469
"Sevilla La Nueva",2006,1,2737.83973520822
"Torrejón De Ardoz",2006,1,2532.2795403896
"Torrelodones",2006,1,3031.20566568487
"Tres Cantos",2006,1,3323.74401472824
"Valdemoro",2006,1,2565.2016347132
"Villanueva De La Cañada",2006,1,3197.36923836155
"Villanueva Del Pardillo",2006,1,3003.66302500343
"Villaviciosa De Odón",2006,1,NA
"Alcalá De Henares",2006,2,2836.98730006976
"Alcobendas",2006,2,3651.97901625987
"Alcorcón",2006,2,3069.24337306874
"Algete",2006,2,NA
"Alpedrete",2006,2,2853.60153767596
"Aranjuez",2006,2,2551.91212083814
"Arganda Del Rey",2006,2,2680.92935451762
"Arroyomolinos",2006,2,NA
"Boadilla Del Monte",2006,2,3373.59006357245
"Brunete",2006,2,3039.35122003121
"Cercedilla",2006,2,NA
"Ciempozuelos",2006,2,2427.25994002326
"Collado Villalba",2006,2,2519.58110129582
"Colmenar Viejo",2006,2,2859.82865113296
"Coslada",2006,2,3137.54426570582
"El Escorial",2006,2,2529.94291212054
"Fuenlabrada",2006,2,2615.66446260862
"Galapagar",2006,2,2515.22958413204
"Getafe",2006,2,3075.46503552622
"Guadarrama",2006,2,NA
"Humanes De Madrid",2006,2,NA
"La Moraleja",2006,2,NA
"Leganés",2006,2,3049.13808841129
"Majadahonda",2006,2,3624.94649604818
"Manzanares El Real",2006,2,NA
"Meco",2006,2,NA
"Mejorada Del Campo",2006,2,NA
"Molar El",2006,2,NA
"Móstoles",2006,2,2552.2776480057
"Navalcarnero",2006,2,NA
"Paracuellos Del Jarama",2006,2,NA
"Parla",2006,2,2461.86973452054
"Pinto",2006,2,2802.15492253069
"Pozuelo De Alarcón",2006,2,4026.66294278481
"Rivas-Vacíamadrid",2006,2,2951.76068087502
"Rozas De Madrid (Las)",2006,2,3532.32338826789
"San Agustín De Guadalix",2006,2,NA
"San Fernando De Henares",2006,2,3328.21175352809
"San Lorenzo Del Escorial",2006,2,NA
"San Martín De La Vega",2006,2,2154.72247675823
"San Martín De Valdeiglesias",2006,2,NA
"San Sebastián De Los Reyes",2006,2,3172.11243822085
"Sevilla La Nueva",2006,2,2774.00971309997
"Torrejón De Ardoz",2006,2,2749.69802532921
"Torrelodones",2006,2,3122.2862922439
"Tres Cantos",2006,2,3413.04851737659
"Valdemoro",2006,2,2571.94036725771
"Villanueva De La Cañada",2006,2,3215.54942817816
"Villanueva Del Pardillo",2006,2,2972.86706098656
"Villaviciosa De Odón",2006,2,NA
"Alcalá De Henares",2006,3,2929.31569689183
"Alcobendas",2006,3,3644.13203612088
"Alcorcón",2006,3,3075.35864544181
"Algete",2006,3,NA
"Alpedrete",2006,3,2958.03607170467
"Aranjuez",2006,3,2531.98812388978
"Arganda Del Rey",2006,3,2627.82534875593
"Arroyomolinos",2006,3,NA
"Boadilla Del Monte",2006,3,3568.55668683486
"Brunete",2006,3,3222.42312550016
"Cercedilla",2006,3,NA
"Ciempozuelos",2006,3,2496.59388269682
"Collado Villalba",2006,3,2617.08915242777
"Colmenar Viejo",2006,3,2867.97495694106
"Coslada",2006,3,3142.49314496132
"El Escorial",2006,3,2615.77112207503
"Fuenlabrada",2006,3,2639.30992225554
"Galapagar",2006,3,2572.3810354457
"Getafe",2006,3,3096.91443608448
"Guadarrama",2006,3,NA
"Humanes De Madrid",2006,3,NA
"La Moraleja",2006,3,NA
"Leganés",2006,3,3023.11348092852
"Majadahonda",2006,3,3690.10252775491
"Manzanares El Real",2006,3,NA
"Meco",2006,3,NA
"Mejorada Del Campo",2006,3,NA
"Molar El",2006,3,NA
"Móstoles",2006,3,2578.4008475151
"Navalcarnero",2006,3,NA
"Paracuellos Del Jarama",2006,3,NA
"Parla",2006,3,2521.77123735227
"Pinto",2006,3,2841.16017597323
"Pozuelo De Alarcón",2006,3,4131.53526561808
"Rivas-Vacíamadrid",2006,3,2942.76086267519
"Rozas De Madrid (Las)",2006,3,3642.3321400063
"San Agustín De Guadalix",2006,3,NA
"San Fernando De Henares",2006,3,3318.15024165782
"San Lorenzo Del Escorial",2006,3,NA
"San Martín De La Vega",2006,3,2253.87074270115
"San Martín De Valdeiglesias",2006,3,NA
"San Sebastián De Los Reyes",2006,3,3407.40355390966
"Sevilla La Nueva",2006,3,2760.26331143399
"Torrejón De Ardoz",2006,3,2690.93056741259
"Torrelodones",2006,3,3263.59610922246
"Tres Cantos",2006,3,3443.51234533353
"Valdemoro",2006,3,2583.50539121819
"Villanueva De La Cañada",2006,3,3275.46567505757
"Villanueva Del Pardillo",2006,3,3165.39989154903
"Villaviciosa De Odón",2006,3,NA
"Alcalá De Henares",2006,4,2952.36417177501
"Alcobendas",2006,4,3635.18849187164
"Alcorcón",2006,4,3080.61168352915
"Algete",2006,4,NA
"Alpedrete",2006,4,2877.26716542939
"Aranjuez",2006,4,2545.59973009486
"Arganda Del Rey",2006,4,2603.25850896484
"Arroyomolinos",2006,4,NA
"Boadilla Del Monte",2006,4,3664.00151329582
"Brunete",2006,4,3510.72412417286
"Cercedilla",2006,4,NA
"Ciempozuelos",2006,4,2588.12698343569
"Collado Villalba",2006,4,2699.49845605155
"Colmenar Viejo",2006,4,3042.59478960466
"Coslada",2006,4,3201.88634090402
"El Escorial",2006,4,2711.37086075581
"Fuenlabrada",2006,4,2634.08231714639
"Galapagar",2006,4,2636.97518775019
"Getafe",2006,4,3091.76584939534
"Guadarrama",2006,4,NA
"Humanes De Madrid",2006,4,NA
"La Moraleja",2006,4,NA
"Leganés",2006,4,3133.83110459183
"Majadahonda",2006,4,3746.29256972239
"Manzanares El Real",2006,4,NA
"Meco",2006,4,NA
"Mejorada Del Campo",2006,4,NA
"Molar El",2006,4,NA
"Móstoles",2006,4,2629.1877834757
"Navalcarnero",2006,4,NA
"Paracuellos Del Jarama",2006,4,NA
"Parla",2006,4,2523.06125801463
"Pinto",2006,4,NA
"Pozuelo De Alarcón",2006,4,4206.21194897558
"Rivas-Vacíamadrid",2006,4,2961.12855088528
"Rozas De Madrid (Las)",2006,4,3725.89209873883
"San Agustín De Guadalix",2006,4,NA
"San Fernando De Henares",2006,4,3427.88905890298
"San Lorenzo Del Escorial",2006,4,NA
"San Martín De La Vega",2006,4,2339.55082358656
"San Martín De Valdeiglesias",2006,4,NA
"San Sebastián De Los Reyes",2006,4,3367.30879330378
"Sevilla La Nueva",2006,4,2678.75798122113
"Torrejón De Ardoz",2006,4,2813.78686407719
"Torrelodones",2006,4,3292.99345126784
"Tres Cantos",2006,4,3445.28788658972
"Valdemoro",2006,4,2861.27142112874
"Villanueva De La Cañada",2006,4,NA
"Villanueva Del Pardillo",2006,4,3014.9539593396
"Villaviciosa De Odón",2006,4,NA
"Alcalá De Henares",2007,1,2953.60675101669
"Alcobendas",2007,1,3654.18299564406
"Alcorcón",2007,1,3147.68418293702
"Algete",2007,1,NA
"Alpedrete",2007,1,2882.40330817382
"Aranjuez",2007,1,2529.51941171084
"Arganda Del Rey",2007,1,2690.40234557112
"Arroyomolinos",2007,1,NA
"Boadilla Del Monte",2007,1,3730.7097621243
"Brunete",2007,1,3623.97430400639
"Cercedilla",2007,1,NA
"Ciempozuelos",2007,1,2581.93529208776
"Collado Villalba",2007,1,2727.02714636155
"Colmenar Viejo",2007,1,3026.14833128247
"Coslada",2007,1,3165.03695041367
"El Escorial",2007,1,3005.07703786595
"Fuenlabrada",2007,1,2655.88700932614
"Galapagar",2007,1,2699.71055689922
"Getafe",2007,1,3129.82022772162
"Guadarrama",2007,1,NA
"Humanes De Madrid",2007,1,NA
"La Moraleja",2007,1,NA
"Leganés",2007,1,3133.83110459183
"Majadahonda",2007,1,3899.12042948844
"Manzanares El Real",2007,1,NA
"Meco",2007,1,NA
"Mejorada Del Campo",2007,1,NA
"Molar El",2007,1,NA
"Móstoles",2007,1,2649.31123377863
"Navalcarnero",2007,1,NA
"Paracuellos Del Jarama",2007,1,NA
"Parla",2007,1,2533.63143361676
"Pinto",2007,1,NA
"Pozuelo De Alarcón",2007,1,4322.41121049061
"Rivas-Vacíamadrid",2007,1,2885.97167895986
"Rozas De Madrid (Las)",2007,1,3711.03322634771
"San Agustín De Guadalix",2007,1,NA
"San Fernando De Henares",2007,1,3309.54342125963
"San Lorenzo Del Escorial",2007,1,NA
"San Martín De La Vega",2007,1,2307.57063291814
"San Martín De Valdeiglesias",2007,1,NA
"San Sebastián De Los Reyes",2007,1,3251.0546498826
"Sevilla La Nueva",2007,1,2707.53571114246
"Torrejón De Ardoz",2007,1,2829.99881576075
"Torrelodones",2007,1,3370.22918955813
"Tres Cantos",2007,1,3487.65275871062
"Valdemoro",2007,1,2628.79188153666
"Villanueva De La Cañada",2007,1,NA
"Villanueva Del Pardillo",2007,1,3124.86764127115
"Villaviciosa De Odón",2007,1,NA
"Alcalá De Henares",2007,2,2989.10059277085
"Alcobendas",2007,2,3824.32671526832
"Alcorcón",2007,2,3110.85054839134
"Algete",2007,2,NA
"Alpedrete",2007,2,2858.92664298325
"Aranjuez",2007,2,2549.65988295187
"Arganda Del Rey",2007,2,2646.49703413035
"Arroyomolinos",2007,2,NA
"Boadilla Del Monte",2007,2,3761.19430420966
"Brunete",2007,2,3008.73249558614
"Cercedilla",2007,2,NA
"Ciempozuelos",2007,2,2564.85520552651
"Collado Villalba",2007,2,2713.22715249928
"Colmenar Viejo",2007,2,3051.31545477141
"Coslada",2007,2,3229.55863090038
"El Escorial",2007,2,2779.86494724063
"Fuenlabrada",2007,2,2640.68424768791
"Galapagar",2007,2,2659.75506784257
"Getafe",2007,2,3055.68201168947
"Guadarrama",2007,2,NA
"Humanes De Madrid",2007,2,NA
"La Moraleja",2007,2,NA
"Leganés",2007,2,3109.95446868039
"Majadahonda",2007,2,3890.10348749264
"Manzanares El Real",2007,2,NA
"Meco",2007,2,NA
"Mejorada Del Campo",2007,2,NA
"Molar El",2007,2,NA
"Móstoles",2007,2,2665.84666607816
"Navalcarnero",2007,2,NA
"Paracuellos Del Jarama",2007,2,NA
"Parla",2007,2,2521.65232064011
"Pinto",2007,2,NA
"Pozuelo De Alarcón",2007,2,4290.64212041909
"Rivas-Vacíamadrid",2007,2,2884.98164636499
"Rozas De Madrid (Las)",2007,2,3698.91410888067
"San Agustín De Guadalix",2007,2,NA
"San Fernando De Henares",2007,2,3259.47980662284
"San Lorenzo Del Escorial",2007,2,NA
"San Martín De La Vega",2007,2,2372.73762599086
"San Martín De Valdeiglesias",2007,2,NA
"San Sebastián De Los Reyes",2007,2,3296.8336289965
"Sevilla La Nueva",2007,2,2716.45920968822
"Torrejón De Ardoz",2007,2,2827.74179748303
"Torrelodones",2007,2,3170.78868172597
"Tres Cantos",2007,2,3470.64415808742
"Valdemoro",2007,2,2623.63874176215
"Villanueva De La Cañada",2007,2,NA
"Villanueva Del Pardillo",2007,2,3157.10873493444
"Villaviciosa De Odón",2007,2,NA
"Alcalá De Henares",2007,3,2953.06922738389
"Alcobendas",2007,3,3475.6115530507
"Alcorcón",2007,3,3110.97185938639
"Algete",2007,3,NA
"Alpedrete",2007,3,2799.59833842302
"Aranjuez",2007,3,2526.9274503782
"Arganda Del Rey",2007,3,2700.03375940154
"Arroyomolinos",2007,3,NA
"Boadilla Del Monte",2007,3,3779.11888952419
"Brunete",2007,3,2931.97570148127
"Cercedilla",2007,3,NA
"Ciempozuelos",2007,3,2525.71246583131
"Collado Villalba",2007,3,2717.12643366452
"Colmenar Viejo",2007,3,3131.1389943937
"Coslada",2007,3,3084.23223119135
"El Escorial",2007,3,2705.56733963095
"Fuenlabrada",2007,3,2594.21415341552
"Galapagar",2007,3,2759.40262678336
"Getafe",2007,3,3066.07240205373
"Guadarrama",2007,3,NA
"Humanes De Madrid",2007,3,NA
"La Moraleja",2007,3,NA
"Leganés",2007,3,3064.23882523635
"Majadahonda",2007,3,3862.39252094195
"Manzanares El Real",2007,3,NA
"Meco",2007,3,NA
"Mejorada Del Campo",2007,3,NA
"Molar El",2007,3,NA
"Móstoles",2007,3,2577.43643688716
"Navalcarnero",2007,3,NA
"Paracuellos Del Jarama",2007,3,NA
"Parla",2007,3,2498.09527353893
"Pinto",2007,3,NA
"Pozuelo De Alarcón",2007,3,4287.32859283128
"Rivas-Vacíamadrid",2007,3,2913.05632105701
"Rozas De Madrid (Las)",2007,3,3695.1897610742
"San Agustín De Guadalix",2007,3,NA
"San Fernando De Henares",2007,3,3171.70771290696
"San Lorenzo Del Escorial",2007,3,NA
"San Martín De La Vega",2007,3,2207.91496628047
"San Martín De Valdeiglesias",2007,3,NA
"San Sebastián De Los Reyes",2007,3,3218.72151390517
"Sevilla La Nueva",2007,3,2680.3940437257
"Torrejón De Ardoz",2007,3,2791.43851047249
"Torrelodones",2007,3,3116.57259364841
"Tres Cantos",2007,3,3476.83495494634
"Valdemoro",2007,3,2610.88277102824
"Villanueva De La Cañada",2007,3,NA
"Villanueva Del Pardillo",2007,3,3130.06292712675
"Villaviciosa De Odón",2007,3,NA
"Alcalá De Henares",2007,4,2876.31646647329
"Alcobendas",2007,4,3483.37936766277
"Alcorcón",2007,4,3049.59073576285
"Algete",2007,4,NA
"Alpedrete",2007,4,2797.8159493597
"Aranjuez",2007,4,2468.89281961006
"Arganda Del Rey",2007,4,2611.86997411877
"Arroyomolinos",2007,4,NA
"Boadilla Del Monte",2007,4,3729.95142519948
"Brunete",2007,4,2906.60969950489
"Cercedilla",2007,4,NA
"Ciempozuelos",2007,4,2469.01749707825
"Collado Villalba",2007,4,2689.44017402505
"Colmenar Viejo",2007,4,3061.90533734857
"Coslada",2007,4,3051.66083254285
"El Escorial",2007,4,2682.95603859994
"Fuenlabrada",2007,4,2537.36866972936
"Galapagar",2007,4,2653.47483106367
"Getafe",2007,4,3002.2504998904
"Guadarrama",2007,4,NA
"Humanes De Madrid",2007,4,NA
"La Moraleja",2007,4,NA
"Leganés",2007,4,2989.09443078911
"Majadahonda",2007,4,3893.2956327912
"Manzanares El Real",2007,4,NA
"Meco",2007,4,NA
"Mejorada Del Campo",2007,4,NA
"Molar El",2007,4,NA
"Móstoles",2007,4,2550.87960525851
"Navalcarnero",2007,4,NA
"Paracuellos Del Jarama",2007,4,NA
"Parla",2007,4,2451.87261118131
"Pinto",2007,4,2804.29085413465
"Pozuelo De Alarcón",2007,4,4217.02737929333
"Rivas-Vacíamadrid",2007,4,2859.46261371456
"Rozas De Madrid (Las)",2007,4,3674.03026023829
"San Agustín De Guadalix",2007,4,NA
"San Fernando De Henares",2007,4,3111.16262341034
"San Lorenzo Del Escorial",2007,4,2772.23145949458
"San Martín De La Vega",2007,4,2191.62009394055
"San Martín De Valdeiglesias",2007,4,NA
"San Sebastián De Los Reyes",2007,4,3374.9172838456
"Sevilla La Nueva",2007,4,2637.675808265
"Torrejón De Ardoz",2007,4,2680.10038668147
"Torrelodones",2007,4,3165.86926250531
"Tres Cantos",2007,4,3436.18633153856
"Valdemoro",2007,4,2588.70973245404
"Villanueva De La Cañada",2007,4,NA
"Villanueva Del Pardillo",2007,4,3240.58661343302
"Villaviciosa De Odón",2007,4,NA
"Alcalá De Henares",2008,1,2837.05093849389
"Alcobendas",2008,1,3466.28102135989
"Alcorcón",2008,1,3008.68597079002
"Algete",2008,1,2340.77761026527
"Alpedrete",2008,1,2758.02173715625
"Aranjuez",2008,1,2426.19020913184
"Arganda Del Rey",2008,1,2580.39677995972
"Arroyomolinos",2008,1,2808.38136894224
"Boadilla Del Monte",2008,1,3747.12671562598
"Brunete",2008,1,2886.99852593269
"Cercedilla",2008,1,NA
"Ciempozuelos",2008,1,2450.6609780907
"Collado Villalba",2008,1,2688.55026806114
"Colmenar Viejo",2008,1,3058.5766808712
"Coslada",2008,1,3002.97456544387
"El Escorial",2008,1,2722.13645945083
"Fuenlabrada",2008,1,2494.3292108333
"Galapagar",2008,1,2636.1468034456
"Getafe",2008,1,2964.59813832842
"Guadarrama",2008,1,NA
"Humanes De Madrid",2008,1,2461.77564740874
"La Moraleja",2008,1,6061.68455520309
"Leganés",2008,1,2954.28896594005
"Majadahonda",2008,1,3914.37548987807
"Manzanares El Real",2008,1,NA
"Meco",2008,1,NA
"Mejorada Del Campo",2008,1,2665.2218721365
"Molar El",2008,1,NA
"Móstoles",2008,1,2532.37879204809
"Navalcarnero",2008,1,2421.38053232289
"Paracuellos Del Jarama",2008,1,2839.09113135162
"Parla",2008,1,2411.92459308975
"Pinto",2008,1,2783.36809749213
"Pozuelo De Alarcón",2008,1,4246.72262155098
"Rivas-Vacíamadrid",2008,1,2815.67674782114
"Rozas De Madrid (Las)",2008,1,3663.15781230666
"San Agustín De Guadalix",2008,1,2840.20415479906
"San Fernando De Henares",2008,1,3065.5750892159
"San Lorenzo Del Escorial",2008,1,2737.69507241766
"San Martín De La Vega",2008,1,2201.69699130085
"San Martín De Valdeiglesias",2008,1,NA
"San Sebastián De Los Reyes",2008,1,3334.90903915917
"Sevilla La Nueva",2008,1,2612.86363732752
"Torrejón De Ardoz",2008,1,2644.6575998138
"Torrelodones",2008,1,3155.52093611551
"Tres Cantos",2008,1,3414.02492033382
"Valdemoro",2008,1,2556.43041836112
"Villanueva De La Cañada",2008,1,NA
"Villanueva Del Pardillo",2008,1,3212.90059222653
"Villaviciosa De Odón",2008,1,NA
"Alcalá De Henares",2008,2,2718.76904975781
"Alcobendas",2008,2,3351.96486080588
"Alcorcón",2008,2,2896.00689837593
"Algete",2008,2,2295.5719451649
"Alpedrete",2008,2,2706.89860884873
"Aranjuez",2008,2,2372.2800525588
"Arganda Del Rey",2008,2,2489.23236723635
"Arroyomolinos",2008,2,2704.87162001069
"Boadilla Del Monte",2008,2,3637.6255654705
"Brunete",2008,2,2839.67894804769
"Cercedilla",2008,2,NA
"Ciempozuelos",2008,2,2401.47172675267
"Collado Villalba",2008,2,2609.42722208421
"Colmenar Viejo",2008,2,2947.14019159188
"Coslada",2008,2,2886.00097297046
"El Escorial",2008,2,2625.78097760044
"Fuenlabrada",2008,2,2375.60475490704
"Galapagar",2008,2,2578.44058561959
"Getafe",2008,2,2844.86885629915
"Guadarrama",2008,2,NA
"Humanes De Madrid",2008,2,2400.77983076154
"La Moraleja",2008,2,5962.00373243568
"Leganés",2008,2,2841.03513574448
"Majadahonda",2008,2,3803.88240566598
"Manzanares El Real",2008,2,NA
"Meco",2008,2,NA
"Mejorada Del Campo",2008,2,2622.18454078436
"Molar El",2008,2,NA
"Móstoles",2008,2,2416.67640146758
"Navalcarnero",2008,2,2402.33491924039
"Paracuellos Del Jarama",2008,2,2833.26343437124
"Parla",2008,2,2329.30800195515
"Pinto",2008,2,2685.42278224825
"Pozuelo De Alarcón",2008,2,4163.34661020006
"Rivas-Vacíamadrid",2008,2,2726.70524328911
"Rozas De Madrid (Las)",2008,2,3557.79822238577
"San Agustín De Guadalix",2008,2,2728.38223882212
"San Fernando De Henares",2008,2,2953.8230704735
"San Lorenzo Del Escorial",2008,2,2701.4784644193
"San Martín De La Vega",2008,2,2101.74726095917
"San Martín De Valdeiglesias",2008,2,NA
"San Sebastián De Los Reyes",2008,2,3257.5793187562
"Sevilla La Nueva",2008,2,2541.8872007208
"Torrejón De Ardoz",2008,2,2535.42587902738
"Torrelodones",2008,2,3084.10574683061
"Tres Cantos",2008,2,3325.0590778316
"Valdemoro",2008,2,2481.98388772613
"Villanueva De La Cañada",2008,2,NA
"Villanueva Del Pardillo",2008,2,3091.50994368742
"Villaviciosa De Odón",2008,2,NA
"Alcalá De Henares",2008,3,2587.53502270667
"Alcobendas",2008,3,3259.24209803192
"Alcorcón",2008,3,2754.57085480905
"Algete",2008,3,2232.92775214828
"Alpedrete",2008,3,2647.96436753988
"Aranjuez",2008,3,2328.24492704111
"Arganda Del Rey",2008,3,2361.66962645435
"Arroyomolinos",2008,3,2536.97732433757
"Boadilla Del Monte",2008,3,3471.60455440925
"Brunete",2008,3,2769.7968863026
"Cercedilla",2008,3,NA
"Ciempozuelos",2008,3,2281.20568322362
"Collado Villalba",2008,3,2544.54040441565
"Colmenar Viejo",2008,3,2850.58793972576
"Coslada",2008,3,2756.17972688035
"El Escorial",2008,3,2540.74804758637
"Fuenlabrada",2008,3,2320.13784729414
"Galapagar",2008,3,2464.08719660732
"Getafe",2008,3,2736.12703617615
"Guadarrama",2008,3,NA
"Humanes De Madrid",2008,3,2268.05286642453
"La Moraleja",2008,3,5818.09946729409
"Leganés",2008,3,2755.23031090999
"Majadahonda",2008,3,3743.28593128182
"Manzanares El Real",2008,3,NA
"Meco",2008,3,NA
"Mejorada Del Campo",2008,3,2523.16323207021
"Molar El",2008,3,NA
"Móstoles",2008,3,2339.31653464949
"Navalcarnero",2008,3,2325.57709061448
"Paracuellos Del Jarama",2008,3,2856.66093563707
"Parla",2008,3,2257.26114562445
"Pinto",2008,3,2655.3409837564
"Pozuelo De Alarcón",2008,3,4034.96801956343
"Rivas-Vacíamadrid",2008,3,2655.93117588091
"Rozas De Madrid (Las)",2008,3,3489.72297835589
"San Agustín De Guadalix",2008,3,2692.37823997285
"San Fernando De Henares",2008,3,2851.05240513413
"San Lorenzo Del Escorial",2008,3,2620.26322107796
"San Martín De La Vega",2008,3,2026.60693351262
"San Martín De Valdeiglesias",2008,3,NA
"San Sebastián De Los Reyes",2008,3,3222.09799465726
"Sevilla La Nueva",2008,3,2402.04161511368
"Torrejón De Ardoz",2008,3,2424.43809087417
"Torrelodones",2008,3,2962.61368943178
"Tres Cantos",2008,3,3292.84226405502
"Valdemoro",2008,3,2396.55752970371
"Villanueva De La Cañada",2008,3,NA
"Villanueva Del Pardillo",2008,3,2993.44987417241
"Villaviciosa De Odón",2008,3,NA
"Alcalá De Henares",2008,4,2492.21519659121
"Alcobendas",2008,4,3148.04287824114
"Alcorcón",2008,4,2700.08685336128
"Algete",2008,4,2191.32891887219
"Alpedrete",2008,4,2476.69089672312
"Aranjuez",2008,4,2245.22731870286
"Arganda Del Rey",2008,4,2312.12705856141
"Arroyomolinos",2008,4,2370.58400492384
"Boadilla Del Monte",2008,4,3377.94635691457
"Brunete",2008,4,2688.26671648996
"Cercedilla",2008,4,NA
"Ciempozuelos",2008,4,2148.49555732669
"Collado Villalba",2008,4,2471.11743477207
"Colmenar Viejo",2008,4,2776.81094249697
"Coslada",2008,4,2667.17726527597
"El Escorial",2008,4,2483.7091921214
"Fuenlabrada",2008,4,2270.09164112824
"Galapagar",2008,4,2383.65603172832
"Getafe",2008,4,2634.35624754014
"Guadarrama",2008,4,2338.83041747011
"Humanes De Madrid",2008,4,2161.67595605259
"La Moraleja",2008,4,5549.25125286146
"Leganés",2008,4,2646.44658777338
"Majadahonda",2008,4,3636.61907761614
"Manzanares El Real",2008,4,NA
"Meco",2008,4,NA
"Mejorada Del Campo",2008,4,2409.20273468587
"Molar El",2008,4,NA
"Móstoles",2008,4,2221.58900225486
"Navalcarnero",2008,4,2218.06138861481
"Paracuellos Del Jarama",2008,4,2744.96641077494
"Parla",2008,4,2182.65621252946
"Pinto",2008,4,2570.46912781611
"Pozuelo De Alarcón",2008,4,3977.52897183201
"Rivas-Vacíamadrid",2008,4,2517.34559070609
