id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10063735,Apartamento-Atico Parque de El Retiro,51641110,Jessica,Retiro,Jerónimos,40.40793479626091,-3.6838512067410334,Entire home/apt,60,2,41,2018-10-19,1.21,6,70
10063739,Apartamento-Estudio Parque de El Retiro 2ºB,51641110,Jessica,Retiro,Jerónimos,40.40762774452297,-3.6817240419162016,Entire home/apt,30,2,52,2018-10-22,1.48,6,65
10063740,Apartamento Parque de El Retiro BºB,51641110,Jessica,Retiro,Jerónimos,40.40741716511128,-3.6822777286880015,Entire home/apt,55,2,21,2018-10-21,0.62,6,79
10064178,The best in the heart of Madrid,7667680,Amina,Centro,Embajadores,40.40866907564701,-3.7018226797259426,Entire home/apt,42,3,0,,,1,0
10066009,Room / unbeatable location,6718596,Paula,Centro,Embajadores,40.41085917500278,-3.7086575646319626,Private room,30,2,4,2018-10-20,0.12,1,78
10066686,Apartment Mayor,51647919,Jose Luis,Centro,Sol,40.41482890888936,-3.707180943821087,Entire home/apt,99,1,154,2018-09-25,4.64,4,163
10067937,CH2! ESTUDIOHome! Parking+ADSL,51636039,CriteriaHome!,Villaverde,San Andrés,40.334045102623506,-3.7019178235409105,Entire home/apt,41,3,33,2017-10-15,0.95,19,266
10070266,Semiloft en Gran Via / Malasaña,51644832,Jose-Antonio,Centro,Universidad,40.420560634665,-3.7046786037856494,Entire home/apt,60,3,7,2017-01-30,0.20,1,0
10070953,Room in the center of Madrid,30591264,Patrick,Arganzuela,Palos de Moguer,40.40575210272544,-3.6983158436115375,Private room,40,2,29,2018-11-04,0.84,1,344
10079445,Smart Room en LATINA,47923936,Karmen,Centro,Palacio,40.40955367116188,-3.711375352200835,Private room,39,1,123,2018-10-19,3.75,10,150
10082181,Piso ideal en el Corazon de Madrid,46130675,María José,Centro,Universidad,40.42237016378493,-3.7010571063113327,Entire home/apt,89,2,95,2018-10-24,2.75,1,354
10082400,Apartamento Chamberí,51736845,Daniel,Chamberí,Rios Rosas,40.4386348933322,-3.694035576218004,Entire home/apt,61,4,66,2018-11-05,2.62,4,326
10082484,Good things come in small packages,3145805,Cristina Serrano,Puente de Vallecas,Numancia,40.400012727109385,-3.6677198405815408,Entire home/apt,60,2,17,2017-09-01,0.51,1,306
10086783,Diseño en el barrio de Salamanca,51758551,Nuria,Salamanca,Guindalera,40.435072476161615,-3.671980798959867,Entire home/apt,82,1,78,2018-11-05,2.25,1,332
10095298,APARTAMENTO FUENCARRAL,51804997,Eva,Centro,Justicia,40.422171721958264,-3.699690810194408,Entire home/apt,100,7,1,2016-01-03,0.03,1,279
10098726,Puente Segovía (Distrito Latina) IN,44266174,Rosa,Latina,Puerta del Angel,40.41163125472636,-3.7242792770480992,Private room,22,2,13,2018-08-15,0.38,2,62
10100106,Javescuadra2,47908392,Javier,Centro,Embajadores,40.40933730576165,-3.6996208894498435,Entire home/apt,60,2,59,2018-10-20,1.86,2,345
10101832,Nice apartment,51820947,Cherifa,Latina,Puerta del Angel,40.41328550769713,-3.728520998266136,Entire home/apt,50,3,26,2018-08-24,0.78,1,223
10110286,GRAN VIA CENTRO APARMENT 39 PUERTA DE SOL MALASAÑA,5542111,Melvin Enrique,Centro,Universidad,40.42038699311347,-3.702726448385041,Entire home/apt,75,1,76,2018-11-06,2.19,51,315
10120568,Cosy room in the center of Madrid.,51936850,Ana,Carabanchel,Opañel,40.39643579412226,-3.7152211498539884,Private room,20,3,0,,,1,0
10130390,Apartment in SOL,51988528,Santiago,Centro,Sol,40.419777370872495,-3.701054504402073,Entire home/apt,55,2,130,2018-10-24,3.75,1,78
10134321,"MADRID 2,CENTRO, PALACIO REAL , RIO , SOL,GRAN VIA",23625079,Karina Y Miriam,Arganzuela,Imperial,40.41032671222689,-3.7200498864763043,Private room,35,1,41,2018-10-25,1.18,2,37
10138001,Quiet flat in city centre - aircon,13471137,Roberto,Centro,Palacio,40.412202144846596,-3.713425137123055,Entire home/apt,60,3,12,2018-09-30,0.35,2,308
10144206,Bonita Habitación en Madrid,51892899,Eneyda,Ciudad Lineal,Concepción,40.43276927437482,-3.6556329603950752,Private room,18,1,0,,,1,0
10144509,Casa llena de color,28207769,Mily,Ciudad Lineal,San Pascual,40.44170817087405,-3.651098553064633,Private room,25,7,4,2018-10-05,0.12,2,322
10146593,Eco friendly and lovely historic Apartment,11385250,Montse,Centro,Embajadores,40.412795504438755,-3.7033549050993004,Entire home/apt,81,1,12,2018-10-14,0.43,4,252
10146839,Designer apartment in the center - Veronica I,3566146,Home Club,Centro,Cortes,40.41231444923833,-3.6978921357779644,Entire home/apt,124,3,2,2017-07-18,0.08,75,323
10151490,Piso,52100521,Paula,Puente de Vallecas,San Diego,40.39754373342828,-3.6694422281622128,Entire home/apt,15,1,0,,,1,0
10173429,Lives life in Madrid,31857727,Alejo Adrian,Centro,Cortes,40.412635936751826,-3.6940007686774354,Entire home/apt,65,2,186,2018-10-24,5.42,1,259
10173465,Dúplex Centro Chueca.,7323066,Salvador,Centro,Justicia,40.42207485529661,-3.6989243998188734,Private room,41,2,40,2018-09-24,1.18,1,67
10173661,LUXURY LOFT in CHUECA Best location,24138416,Barbieri Clandestino,Centro,Justicia,40.42160424839512,-3.6991019540488304,Entire home/apt,99,2,126,2018-10-11,3.76,1,362
10174339,Apartamento en Malasaña,8578326,Arantza,Centro,Universidad,40.42566410828109,-3.7012382532550014,Entire home/apt,70,6,33,2018-11-06,0.97,2,304
10175363,LOCATION . LOCATION . LOCATION,14077633,Luis,Centro,Justicia,40.42228021744099,-3.7000125572805174,Entire home/apt,69,1,194,2018-10-31,5.61,3,292
10182539,HABITACIÓN enÁTICOconVISTAS-CENTRO,6072314,Angeles,Centro,Palacio,40.41035243786871,-3.7092681829519587,Private room,50,3,6,2018-10-08,0.29,6,362
10182596,HABITACIÓN DOBLE. CENTRO. LA LATINA,6072314,Angeles,Centro,Embajadores,40.4093996644292,-3.7085565135215792,Private room,50,2,27,2018-07-12,0.78,6,310
10188918,CENTRO. Bonito piso en la Latina.,8631060,Daniel,Centro,Palacio,40.40945957118763,-3.709950104927026,Entire home/apt,100,5,20,2018-10-14,0.58,2,9
10189892,"Céntrico, coqueto y funcional en Madrid,WIFI",39064804,Gabi,Centro,Embajadores,40.40868956888174,-3.7016140162322553,Entire home/apt,50,1,41,2018-10-28,1.28,1,44
10190052,Cosy Apartment in Chueca - Perfect for Gay Pride,12030420,Ignacio MyCityHome,Centro,Justicia,40.420189035226436,-3.6993459958656922,Entire home/apt,60,1,57,2018-09-12,1.71,31,306
10192147,"ATOCHA CITY CENTER:COZY, SUNNY, RELAX,WIFI,18 m2",43063704,Tom,Arganzuela,Palos de Moguer,40.40158313498437,-3.6901044414384985,Entire home/apt,39,3,62,2018-10-25,2.38,3,333
10198958,Apartment Chic in Trafalgar,13579899,Ma  Isabel & Ricardo,Chamberí,Trafalgar,40.4308554313075,-3.7015503660099722,Entire home/apt,68,1,170,2018-10-21,4.98,4,328
10199228,Precioso Apto. a un paso de Atocha!!!!,27774629,Paty&Karen,Centro,Cortes,40.41078712529804,-3.6948616525341293,Entire home/apt,85,2,190,2018-10-13,5.52,2,91
10201049,COMFORTABLE  HOUSE IN THE CENTER,50393609,Fikrya,Centro,Embajadores,40.410559077692575,-3.701183291747464,Private room,27,2,218,2018-10-22,6.56,2,58
10201245,MaMeMi: Madrid Mercado San Miguel.,4800628,Raquel,Centro,Palacio,40.41458456048717,-3.7096398145530554,Entire home/apt,135,4,0,,,1,311
10206299,Apartment Callao/Gran Vía,3626994,Eduardo,Centro,Universidad,40.42149110592898,-3.704788756688808,Entire home/apt,100,2,0,,,1,0
10207661,Excellent double room,46064960,Rafael,Puente de Vallecas,San Diego,40.38615031422139,-3.666479294705317,Private room,12,60,1,2017-10-02,0.07,4,309
10218330,WONDERFULL VIEWS AND PRIME LOCATION IN MADRID!!!!,15819228,Genteelhome,Centro,Palacio,40.42017438596894,-3.712628745100702,Entire home/apt,300,3,8,2018-02-12,0.31,1,211
10221165,Ático en Chamberí,51736845,Daniel,Chamberí,Rios Rosas,40.43921788449556,-3.6957058725061573,Entire home/apt,70,4,74,2018-11-04,2.92,4,337
10238470,Enjoy markets and museums + relax on the terraza!,135579,Andrea,Chamberí,Rios Rosas,40.44291856166222,-3.6999325622641366,Private room,28,1,43,2018-10-21,1.41,1,121
10242664,Piso Cómodo y Luminoso muy bien comunicado,1410233,Adriana,Latina,Aluche,40.394103477691,-3.7628624948983984,Entire home/apt,98,5,15,2017-11-03,0.45,3,314
10258948,Delicious room in the heart of  Madrid,21725728,Maria,Centro,Universidad,40.42327791110943,-3.7080606164735452,Private room,32,1,118,2018-09-15,3.50,2,95
10260390,Spectacular penthouse - B. de Braganza I,32046323,Juan,Centro,Justicia,40.421839232138,-3.6938902006243794,Entire home/apt,310,30,1,2016-05-26,0.03,88,326
10262700,Amazing Apartament in Malasaña.,4556288,RockEm,Centro,Universidad,40.42475338348653,-3.7036129568627985,Entire home/apt,55,1,0,,,1,0
10264484,Beautiful Flat in Madrid Center,52771278,Luis,Centro,Sol,40.41745797435125,-3.707607226175143,Entire home/apt,140,2,96,2018-10-12,14.47,3,28
10275785,Apart-Hotel Jardines de Sabatini***,52847482,Jardines De Sabatini,Moncloa - Aravaca,Argüelles,40.421698927708604,-3.715558306932081,Private room,195,1,4,2018-07-13,0.13,1,365
10281406,Bajo - jardín privado CC Plenilunio,464858,Amanda,San Blas - Canillejas,Rejas,40.446337460601136,-3.587079542778201,Private room,40,1,40,2018-10-25,1.21,1,331
10286663,"Cozy Studio IFEMA. Gym, garden, pool and wifi...",52908134,Coral,Hortaleza,Piovera,40.458235514410305,-3.6268620600555255,Entire home/apt,75,4,41,2018-11-05,1.27,1,320
10288055,Habitación individual Madrid Centro: C/Atocha.,52921683,Alfredo,Centro,Cortes,40.41102662113023,-3.694242639525758,Private room,28,1,192,2018-04-30,7.25,1,159
10292503,Habitación bonita y céntrica.,8631060,Daniel,Centro,Palacio,40.41072303383312,-3.7105921404121043,Private room,35,2,97,2018-10-17,2.87,2,5
10307340,PRINCESA ARGÜELLES 2 HAB 2 BAÑ EXT,27607042,Alfonso,Moncloa - Aravaca,Argüelles,40.43264979489085,-3.719157152082165,Entire home/apt,110,4,6,2018-10-13,0.35,4,308
10311386,Tu hogar en Madrid,53056350,Mayte,Moratalaz,Vinateros,40.40353413508918,-3.642505107224408,Private room,25,1,8,2018-08-27,0.33,1,304
10316127,"Madrid, el alojamiento más práctico",53081132,Candy,Ciudad Lineal,Pueblo Nuevo,40.43433778238496,-3.6420619238317657,Entire home/apt,32,2,131,2018-09-10,3.83,1,274
10326736,Habitación estudio en Arturo Soria,53138239,Virginia,Ciudad Lineal,Colina,40.459167959544864,-3.658226710144563,Private room,25,1,10,2017-10-09,0.34,2,322
10327338,Great apartment in the center/wifi,53142189,Dani,Centro,Universidad,40.42238855054259,-3.7028331461202577,Entire home/apt,47,2,93,2018-11-05,2.72,1,346
10353002,El Loft de San Juan,35238495,Marta,Centro,Universidad,40.42794020669054,-3.7101537070737485,Entire home/apt,60,2,5,2018-07-22,0.57,2,139
10362655,City Centre apartment in Arapiles,14809898,Maria José,Chamberí,Arapiles,40.432551647916334,-3.7050649443451573,Entire home/apt,70,2,24,2018-10-25,0.73,3,29
10371099,habitación con baño solo para chica,29994572,Kev,Chamberí,Trafalgar,40.432942813607056,-3.7019830358233587,Private room,25,1,56,2018-10-11,1.62,1,356
10377809,Apartamento luminoso con parking,12676964,Elisa,Tetuán,Cuatro Caminos,40.44768628887627,-3.7026889895084345,Entire home/apt,75,3,90,2018-10-21,2.63,3,47
10380705,Cozy Apartment in Heart of Madrid,5012713,Janette,Centro,Cortes,40.412568286027266,-3.695534123077925,Entire home/apt,90,4,11,2018-07-21,0.35,11,315
10381431,"Comfort Space, Centre,WIFI,Parking",31457094,Elena,Centro,Embajadores,40.41057561919375,-3.6969647429604,Entire home/apt,33,2,29,2018-01-01,0.85,3,353
10388306,"Amplia, baño  centro Madrid.",14968320,Ana,Salamanca,Guindalera,40.42927050324808,-3.6685768431233456,Private room,20,6,2,2018-07-18,0.12,1,0
10396549,Casa Blanca con mucha energía!!!,29328409,Ana,Centro,Sol,40.41544485252501,-3.704989095089759,Entire home/apt,59,1,199,2018-10-30,6.34,2,197
10396624,BONITO ESTUDIO MAD-CENTRO MALASAÑA,53530177,Laura,Centro,Universidad,40.4249599907498,-3.705601882369798,Entire home/apt,50,3,200,2018-11-02,5.84,1,120
10398681,Cosy apartment - bed or whole apt,51581852,Sara,Chamartín,Ciudad Jardín,40.44500337851628,-3.677517712798477,Private room,25,1,2,2016-06-30,0.07,1,0
10400110,Beautiful big room close to the city center,20626127,Vera,Ciudad Lineal,Quintana,40.434659619558644,-3.6453011714175796,Private room,30,3,0,,,1,67
10400966,Large and cozy flat with swimming pool and hot tub,24181553,Eduardo,Barajas,Alameda de Osuna,40.45235073033679,-3.589129281752308,Entire home/apt,90,3,52,2018-11-04,1.58,2,342
10403242,Apartamento con encanto,53566854,Nadia,Chamartín,Castilla,40.48063943668912,-3.6846867349820975,Entire home/apt,79,2,0,,,1,59
10403923,DOWNTOWN-ATOCHA-Museums mile-Railway11PAX-WIFI-A/C,9745294,David,Arganzuela,Palos de Moguer,40.405379781359876,-3.6926376428337755,Entire home/apt,95,1,90,2018-11-01,3.49,2,106
10404284,Bright duplex penthouse for 4/6 pax,53479725,Almudena Y,Puente de Vallecas,San Diego,40.39353253288269,-3.664458597129948,Entire home/apt,90,4,108,2018-10-23,3.18,2,145
10406938,City Center & La Latina & Cosy,13694500,Barbara,Centro,Embajadores,40.40677749174812,-3.7077085728961925,Entire home/apt,75,3,33,2018-10-28,1.02,1,46
10408439,"Apartamento Opera,  Fuentes I",38352975,Charo,Centro,Palacio,40.418745276394255,-3.708508482558454,Entire home/apt,70,4,16,2018-11-04,0.60,13,131
10410002,HABITACIÓN/ ROOM PLAZA ESPAÑA IV,29612002,Vanesa,Moncloa - Aravaca,Argüelles,40.42653149506788,-3.7157924834152625,Private room,28,1,21,2018-10-20,0.64,2,70
10411477,New Apartment by Plaza Mayor.,18405319,Jose Maria,Centro,Palacio,40.41297469071254,-3.70898366744277,Entire home/apt,125,2,103,2018-10-19,3.10,2,358
10421048,"Loft-en Moratalaz, metro Vinateros ( línea 9)",53671706,Javier,Moratalaz,Marroquina,40.40761966036446,-3.6486544275809782,Entire home/apt,45,2,12,2018-10-28,0.35,1,328
10424707,"Modern, quiet and centric flat",34441888,Juan,Retiro,Pacífico,40.40327581393315,-3.6826083414686375,Entire home/apt,65,2,55,2018-10-14,1.64,1,3
10425491,Apartment Madrid Center Latina TLD,53295015,Yegucar 2000,Centro,Embajadores,40.41127391224081,-3.7081556471091788,Entire home/apt,92,2,50,2018-10-24,2.06,7,342
10431741,habitacion en lavapies,53731408,Yerson,Centro,Embajadores,40.408979909745334,-3.7018753833142175,Private room,20,5,104,2018-10-12,3.06,1,53
10437387,Elegant and luminous flat in Madrid,14402264,Nova,Moncloa - Aravaca,Ciudad Universitaria,40.44803844658724,-3.7094031616137615,Entire home/apt,100,3,60,2018-11-04,1.79,1,315
10442879,Rustichic Apartment. Madrid Center.,2005372,Elena,Centro,Palacio,40.41508709483592,-3.7109943510522903,Entire home/apt,85,1,36,2018-11-03,1.05,1,79
10442917,Apartment in Felipe II square,9900516,Andrea,Salamanca,Goya,40.42369945900455,-3.6736154549978317,Entire home/apt,150,30,0,,,1,365
10442982,Suit de lujo con jacuzzi,24405391,Victoria,Chamberí,Trafalgar,40.430405077082334,-3.703992109553969,Private room,200,1,0,,,3,355
10445067,Piso/wifi: Paseo de las Acacias,53809583,Ruth,Arganzuela,Acacias,40.403673876642685,-3.7048096725502218,Entire home/apt,60,4,72,2018-11-02,2.16,2,335
10448769,Downtown - up to 3 Bedrooms for up to 6 guests,39067176,Nathalie,Retiro,Jerónimos,40.41826505248161,-3.690556972264801,Private room,95,2,4,2018-02-11,0.17,4,11
10454527,"Quiet rooms next to IFEMA/Airport,30mins to centre",34866253,Daniel,Hortaleza,Palomas,40.452342911033845,-3.6151963070795783,Private room,29,1,74,2018-07-15,2.27,1,182
10464745,"APARTAMENTO ""SOL"" TIPO ESTUDIO",53916422,Fior,Centro,Sol,40.41379536727554,-3.7076023928855273,Entire home/apt,51,1,319,2018-10-24,9.60,2,309
10470073,Hab. individual con desayuno,50138715,Amelia,Chamberí,Trafalgar,40.43762850454117,-3.7040199108356404,Private room,40,1,3,2018-05-13,0.10,2,365
10470818,Piso en Madrid Río,44356938,Juana,Latina,Cármenes,40.40751169023928,-3.7236328512726,Private room,25,2,10,2018-10-14,0.29,1,361
10488687,Cozy beamed wooden attic - Atocha,1895769,Maijo,Retiro,Jerónimos,40.40796003396345,-3.69030514952423,Private room,40,4,13,2018-01-01,0.62,1,310
10490005,Acogedora casa a 15 min del centro 2,44107041,"Amaia, Marta Y Jesús",Moncloa - Aravaca,Valdezarza,40.46604270360555,-3.722939823568197,Private room,27,1,7,2018-06-02,0.22,3,220
10493296,AEROPUERTO,54086531,Aeropuerto,Barajas,Timón,40.47071488452805,-3.585477169576933,Private room,19,1,27,2017-03-01,0.79,1,0
10493501,"Gorgous, new and centric: Atocha",54095349,Silvia,Retiro,Adelfas,40.39911528403816,-3.6717856811176293,Entire home/apt,90,2,35,2018-08-21,1.04,1,304
10501968,Nice double room 5 mins from airport.,225012,Frany_&_Dany,Barajas,Casco Histórico de Barajas,40.472795634635496,-3.5777130222320332,Private room,20,1,208,2018-10-23,8.20,3,61
10505926,Precioso piso muy bien comunicado,6770137,Ana,Usera,Almendrales,40.38083039152534,-3.696319138402563,Entire home/apt,140,7,0,,,1,0
10509732,Double room near the center,54186796,Aroa,Arganzuela,Chopera,40.39428270488535,-3.6980608382111564,Private room,30,1,2,2016-03-26,0.06,1,0
10511181,Carlos Paino 2A,9846097,Tania,Carabanchel,Vista Alegre,40.38745355267224,-3.743648486578587,Entire home/apt,47,7,5,2018-07-07,0.37,19,343
10511300,COZY BEDROOM IN GRAN VIA,21305575,Antonio,Centro,Sol,40.419030050459405,-3.7034131371108927,Private room,38,2,65,2018-11-04,1.90,1,360
10512729,"Agradable estancia cerca centro, solo chicas",54202677,Mcarmen,Moratalaz,Marroquina,40.40914871946737,-3.648824887621263,Private room,24,2,0,,,1,0
10523086,Designer LOFT INSIDE Plaza Mayor,2009482,Carmen Y Jaime,Centro,Sol,40.41516269477052,-3.7070746402993144,Entire home/apt,60,3,119,2018-11-04,3.59,1,103
10524194,"Chamartín y Plaza de Castilla 9, Apartment",11340614,Pedro,Chamartín,Castilla,40.47005464430722,-3.686438951716534,Entire home/apt,65,3,100,2018-10-29,2.92,3,73
10533378,"Apartament in Center of Madrid, Atocha",54317002,Francisco,Arganzuela,Delicias,40.4006861360603,-3.69448389858443,Entire home/apt,55,2,180,2018-11-04,5.34,2,106
10534069,Room at the most exclusive Area in Madrid,54320845,Carlos,Chamberí,Almagro,40.42939361099923,-3.6928243954842785,Private room,25,3,89,2018-10-11,2.66,1,333
10536601,Habitación 1 o 2  Madrid Centro,22474892,Javier,Centro,Universidad,40.426711003802666,-3.70942159913034,Private room,50,5,12,2018-06-28,0.63,1,0
10536769,Habitaciones en el centro de Madrid,54182615,Christian,Arganzuela,Chopera,40.39432082152165,-3.6966842575951864,Private room,23,1,7,2017-07-03,0.21,3,5
10538282,Puerta del Sol apartment II,54343289,Carlos,Centro,Sol,40.41526629953279,-3.7032666939561887,Entire home/apt,90,1,76,2018-07-20,2.33,5,0
10539504,"Bed&breakfast.Centro,wifi, econ . P",54347960,Marya,Tetuán,Castillejos,40.457203472870766,-3.6939489096102154,Private room,40,1,12,2017-01-31,0.38,2,0
10541138,BONITA HABITACIÓN  y TRANQUILA,54324488,Sara,Carabanchel,Buenavista,40.37099208931516,-3.7559390188313313,Private room,20,2,29,2017-10-19,0.85,3,123
10541382,Nice apartment near the airport.,50661039,Olga,Ciudad Lineal,Costillares,40.47509809357938,-3.6676121938210215,Entire home/apt,70,2,81,2018-10-28,2.37,1,348
10555639,La Bohardilla de Laura,52766867,Maria,Centro,Sol,40.4189394326398,-3.700673920380284,Entire home/apt,55,1,67,2018-09-28,2.00,1,37
10556183,Puerta del Sol apartment I,54343289,Carlos,Centro,Cortes,40.41478398896232,-3.7012819203426406,Entire home/apt,79,1,75,2018-08-16,2.63,5,129
10556191,Puerta del Sol (4-31 Guests),54343289,Carlos,Centro,Sol,40.414999514989056,-3.703095934979672,Entire home/apt,180,1,33,2018-07-22,1.10,5,0
10557938,HABITACIÓN EN MADRID CENTRO,54182615,Christian,Arganzuela,Chopera,40.39359290166395,-3.6977391462411893,Private room,20,1,1,2017-05-28,0.06,3,279
10561234,Apartamento 1 Favorit Madrid centro,54477409,Javier,Arganzuela,Acacias,40.405537046128586,-3.7104285564290533,Entire home/apt,60,1,111,2018-10-31,3.32,4,340
10562282,Appt confortable plein centre ville avec Wifi,54480180,C Concha,Moncloa - Aravaca,Argüelles,40.428444556019556,-3.718938048193522,Entire home/apt,58,2,4,2017-06-25,0.14,1,220
10563232,Big Double room in front of Retiro,54484373,Goska,Retiro,Ibiza,40.41769483156992,-3.6775896400496695,Private room,36,2,32,2016-10-02,0.99,2,0
10570903,"Great view, renovated on Castellana",4219180,Alicia,Chamartín,Nueva España,40.460277132166134,-3.6892567109615726,Entire home/apt,95,15,18,2018-10-02,0.61,1,72
10579286,Excellent apartment in Malasaña,2931421,Daniel,Centro,Universidad,40.42027505445202,-3.704129676273278,Entire home/apt,80,2,155,2018-10-29,4.63,9,156
10586228,Nice studio in Madrid center,6928335,Julie,Centro,Embajadores,40.410007920105,-3.6979207154762808,Entire home/apt,45,2,5,2016-06-20,0.16,1,0
10590118,HABITACION MADRID RIO,46949308,Malili,Arganzuela,Legazpi,40.3871389972922,-3.6921987648688606,Private room,35,1,10,2018-09-15,0.41,2,33
10594739,Cozy apartment near Madrid Rio,17163339,Irene Y Jesús,Arganzuela,Chopera,40.39185556595163,-3.6971007400227975,Entire home/apt,68,15,24,2018-06-15,0.78,1,102
10600109,Casa en el centro de Madrid!!!,44441832,Arantxa,Arganzuela,Delicias,40.396639175404204,-3.6910711561265566,Entire home/apt,40,3,2,2018-10-07,1.54,2,355
10604742,Ático en zona de Pintor Rosales. Casa Milana,15470371,Jara,Moncloa - Aravaca,Argüelles,40.43074034267135,-3.7206277045805236,Entire home/apt,340,2,2,2017-10-21,0.11,1,156
10611545,Modern apartment with terrace,4943529,Ana,Ciudad Lineal,Concepción,40.432995009207225,-3.6560566842313404,Entire home/apt,75,2,20,2018-07-16,0.67,1,307
10632011,Lovely Flat in Sol downtown Madrid,15456024,Nahuel Rodrigo,Centro,Sol,40.41692231857918,-3.703008302961617,Entire home/apt,73,2,192,2018-10-31,5.63,4,201
10640179,Single room 1,8750775,José Y Raquel,Moratalaz,Fontarrón,40.400934929025105,-3.6374183439635868,Private room,18,3,92,2018-10-24,2.71,2,73
10648853,Céntrico y luminoso 6to exterior con terraza,35562562,Jose,Salamanca,Fuente del Berro,40.42529602124614,-3.6670373765544593,Entire home/apt,60,3,15,2018-11-04,0.60,1,7
10650757,Habitación exterior en Canal,25054983,Carlos,Chamberí,Vallehermoso,40.43921639653201,-3.7071541899981106,Private room,50,1,8,2017-09-08,0.31,1,220
10651120,Habitación espléndida en MADRID!.,44441832,Arantxa,Arganzuela,Delicias,40.3948553037039,-3.6915943723575624,Private room,30,1,13,2018-07-01,0.41,2,353
10652490,"Habitación barrio Salamanca, Madrid",35555126,María Dolores,Salamanca,Guindalera,40.438077709907404,-3.671643713692737,Private room,26,7,9,2017-03-13,0.26,1,332
10654958,Piso tranquilo centro de Madrid,34498791,Ivan,Centro,Embajadores,40.40912532855765,-3.7027503894231484,Entire home/apt,60,2,36,2017-10-16,1.07,1,0
10666717,Habitación individual en Residencia,39136611,Wunderhouse,Centro,Justicia,40.42467005623147,-3.699078550374558,Private room,50,2,1,2016-02-27,0.03,4,0
10668737,LA LATINA. LOVELY 2 BED APT.,55108559,Patricia,Centro,Palacio,40.41245749651612,-3.7121394554005644,Entire home/apt,100,3,72,2018-10-01,2.12,1,106
10668906,Apartamento Sol- centric and quiet,5346610,Nina,Centro,Cortes,40.41590816935798,-3.6996221428618576,Entire home/apt,90,7,0,,,2,365
10670998,Design in Salamanca exclusive area - Hermosilla IX,3566146,Home Club,Salamanca,Goya,40.42675179133253,-3.6758199286652182,Entire home/apt,258,2,6,2018-05-01,0.18,75,177
10676283,Beautiful Apt. Historic District - Sol,4975799,Kristian,Centro,Sol,40.41708453812925,-3.704058969191426,Entire home/apt,85,2,277,2018-11-04,8.12,11,239
10676318,Studio in front of Retiro Park,55147936,Rafael,Retiro,Jerónimos,40.415812619891994,-3.689549661373095,Entire home/apt,60,3,4,2018-06-07,0.12,1,310
10677284,Charming Urban Apt. Historic District - Sol,4975799,Kristian,Centro,Sol,40.417010772435866,-3.70273167845217,Entire home/apt,85,2,262,2018-11-06,7.69,11,266
10678539,Apartamento diseño.Design apartment,41079152,Guillermo,Tetuán,Bellas Vistas,40.45472538487554,-3.7034195934867236,Entire home/apt,78,1,16,2018-10-14,0.52,1,317
10680552,Room near city center Bedroom A,52499148,Chen,Carabanchel,Opañel,40.38811554683317,-3.7309767008690473,Private room,16,5,24,2018-09-21,0.73,2,37
10681179,Design Puerta Del Sol (M2),22416437,Hugo Y Silvia,Centro,Sol,40.41720133884237,-3.703357247595531,Entire home/apt,65,1,7,2018-10-22,0.27,11,124
10681391,"Habitación doble Chueca, Madrid",55149356,Oscar,Centro,Justicia,40.42106823589967,-3.7003911654049735,Private room,45,2,12,2016-06-28,0.36,1,341
10683099,Centro Apartment,50542973,Abbey,Centro,Cortes,40.41446794119457,-3.701065581256424,Entire home/apt,72,1,2,2018-06-24,0.18,1,0
10694787,Plaza Mayor y Puerta del Sol. Bonita habitación.,4599113,Joshu,Centro,Sol,40.41721971292663,-3.705859610069278,Private room,25,1,80,2018-07-23,2.36,1,0
10697270,Nice Flat in Madrid,55268216,Marcos,Chamberí,Trafalgar,40.434905039135394,-3.7018729962108208,Entire home/apt,50,3,73,2018-10-21,2.18,1,136
10699176,Chulísima habitación en el centro!,55278897,Javier,Chamberí,Trafalgar,40.4303709972973,-3.7006949582957636,Private room,35,3,28,2018-10-28,0.82,1,50
10703616,"La Latina, old town and ""tapas""",5537924,Agustín Y Amaia,Centro,Palacio,40.41128012637433,-3.7096996458017784,Entire home/apt,58,3,125,2018-10-16,3.68,7,276
10707563,Habitación  luminosa en ático,21634000,Nacho,Chamberí,Rios Rosas,40.44010535306801,-3.7004172225866263,Private room,20,2,22,2018-11-05,0.65,1,73
10708680,Attic in Atocha with pool,55336848,Maria Isabel,Arganzuela,Palos de Moguer,40.401585144090475,-3.6891079448518296,Private room,43,2,64,2018-10-28,2.05,1,344
10713931,"ME GUSTA MALASAÑA, ME GUSTAS TÚ",3144023,Blanca A.,Centro,Universidad,40.42699726102806,-3.703530220210881,Entire home/apt,60,3,71,2018-10-06,2.14,1,50
10715697,PUERTA DEL SOL APARTAMENTO EXTERIOR,55376811,Marta,Centro,Sol,40.41642208458151,-3.706260638713294,Entire home/apt,125,2,151,2018-10-20,4.60,2,222
10717137,APARTAMENT0 CENTRO SOL MADRID,55376811,Marta,Centro,Sol,40.41680651607143,-3.7067671354084,Entire home/apt,125,2,158,2018-10-24,5.00,2,218
10717396,Ventas.Plaza De Toros. A/C.,15208964,Pedro,Salamanca,Fuente del Berro,40.42891176423132,-3.663564446049462,Entire home/apt,45,3,87,2018-10-18,2.58,6,297
