"distrito","ano","quarter","precio"
"Vicálvaro",2016,3,9.78827411179791
"Villa De Vallecas",2016,3,9.11638701201319
"Villaverde",2016,3,8.41611772112573
"Arganzuela",2016,4,13.4702179238398
"Barajas",2016,4,10.575034767426
"Carabanchel",2016,4,10.4333867412095
"Centro",2016,4,17.6937301576477
"Chamartín",2016,4,14.0895183818914
"Chamberí",2016,4,17.3226466672662
"Ciudad Lineal",2016,4,12.226214890118
"Fuencarral",2016,4,11.4187525758737
"Hortaleza",2016,4,11.6048160686995
"Latina",2016,4,10.4100785296532
"Moncloa",2016,4,14.4003970824677
"Moratalaz",2016,4,9.71802944682013
"Puente De Vallecas",2016,4,10.2165124460553
"Retiro",2016,4,14.2146918851919
"Salamanca",2016,4,16.7108645479928
"San Blas",2016,4,10.6190527393604
"Tetuan",2016,4,14.9915226912723
"Usera",2016,4,9.75368321243057
"Vicálvaro",2016,4,9.10510665286665
"Villa De Vallecas",2016,4,9.68407269137156
"Villaverde",2016,4,8.92298342120962
"Arganzuela",2017,1,14.1304879744966
"Barajas",2017,1,11.5881628905248
"Carabanchel",2017,1,10.6083624211259
"Centro",2017,1,18.6058727971145
"Chamartín",2017,1,15.0794295303143
"Chamberí",2017,1,16.6747298162353
"Ciudad Lineal",2017,1,12.1166410440692
"Fuencarral",2017,1,11.5085081401018
"Hortaleza",2017,1,11.8875512919782
"Latina",2017,1,10.8993239662858
"Moncloa",2017,1,15.0944660275009
"Moratalaz",2017,1,10.229891491217
"Puente De Vallecas",2017,1,10.155772005994
"Retiro",2017,1,14.9074576930175
"Salamanca",2017,1,17.343829573336
"San Blas",2017,1,10.7743314042504
"Tetuan",2017,1,14.5287771250241
"Usera",2017,1,9.83272769063173
"Vicálvaro",2017,1,9.21045785105648
"Villa De Vallecas",2017,1,9.6016104849714
"Villaverde",2017,1,9.49456180469741
"Arganzuela",2017,2,14.1461395293543
"Barajas",2017,2,12.0411807397153
"Carabanchel",2017,2,10.0326349484058
"Centro",2017,2,17.9028957725841
"Chamartín",2017,2,15.5226718705453
"Chamberí",2017,2,16.4797442858324
"Ciudad Lineal",2017,2,12.306637265751
"Fuencarral",2017,2,11.583597149683
"Hortaleza",2017,2,11.9233583867778
"Latina",2017,2,10.2417386950058
"Moncloa",2017,2,14.0194284318785
"Moratalaz",2017,2,10.1533083397008
"Puente De Vallecas",2017,2,9.9804692532717
"Retiro",2017,2,14.327925954898
"Salamanca",2017,2,17.2948873602478
"San Blas",2017,2,11.3285559913587
"Tetuan",2017,2,14.1524545666617
"Usera",2017,2,10.1416126740229
"Vicálvaro",2017,2,9.94585677345515
"Villa De Vallecas",2017,2,9.41362430371294
"Villaverde",2017,2,9.53761452895584
"Arganzuela",2017,3,14.6640945898677
"Barajas",2017,3,11.5839003433612
"Carabanchel",2017,3,10.747140446249
"Centro",2017,3,18.4374071400782
"Chamartín",2017,3,16.0170439904211
"Chamberí",2017,3,17.0236470206401
"Ciudad Lineal",2017,3,12.7328685606705
"Fuencarral",2017,3,11.8841570385969
"Hortaleza",2017,3,12.810477859441
"Latina",2017,3,10.8189926582207
"Moncloa",2017,3,14.8299541257834
"Moratalaz",2017,3,10.8271760742261
"Puente De Vallecas",2017,3,10.6480662487741
"Retiro",2017,3,14.9601838862943
"Salamanca",2017,3,18.0084175940079
"San Blas",2017,3,11.4652889039583
"Tetuan",2017,3,14.9498645020057
"Usera",2017,3,10.8177504772889
"Vicálvaro",2017,3,10.0968005290435
"Villa De Vallecas",2017,3,9.72639896562596
"Villaverde",2017,3,9.98097450182538
"Arganzuela",2017,4,14.6231377680152
"Barajas",2017,4,12.2035807060496
"Carabanchel",2017,4,11.4190769701916
"Centro",2017,4,19.0193637374261
"Chamartín",2017,4,15.9172848882107
"Chamberí",2017,4,17.0782235059751
"Ciudad Lineal",2017,4,12.8657996766486
"Fuencarral",2017,4,12.0030015637339
"Hortaleza",2017,4,13.1390826332154
"Latina",2017,4,11.3192807267897
"Moncloa",2017,4,14.804961551221
"Moratalaz",2017,4,10.9407775077774
"Puente De Vallecas",2017,4,11.2865758864588
"Retiro",2017,4,15.9180524578692
"Salamanca",2017,4,18.4774395562228
"San Blas",2017,4,11.363283025625
"Tetuan",2017,4,15.3323262882527
"Usera",2017,4,11.2865600091301
"Vicálvaro",2017,4,9.6777105286565
"Villa De Vallecas",2017,4,9.87186590729701
"Villaverde",2017,4,10.2964146531795
"Arganzuela",2018,1,14.8519316209227
"Barajas",2018,1,12.7487701213915
"Carabanchel",2018,1,11.6571425727584
"Centro",2018,1,19.3086068151837
"Chamartín",2018,1,16.2788212916294
"Chamberí",2018,1,17.5983520957312
"Ciudad Lineal",2018,1,13.0337129551821
"Fuencarral",2018,1,12.0433438004403
"Hortaleza",2018,1,13.2629819550884
"Latina",2018,1,11.2326231994488
"Moncloa",2018,1,14.5257691106708
"Moratalaz",2018,1,10.9924737705548
"Puente De Vallecas",2018,1,11.5557957496812
"Retiro",2018,1,15.6535642632778
"Salamanca",2018,1,18.6760283779613
"San Blas",2018,1,11.5597418531391
"Tetuan",2018,1,15.0702359953486
"Usera",2018,1,11.338361244085
"Vicálvaro",2018,1,10.1068305155562
"Villa De Vallecas",2018,1,10.367151557433
"Villaverde",2018,1,10.2306378473688
"Arganzuela",2018,2,14.5960795344618
"Barajas",2018,2,12.3488240953199
"Carabanchel",2018,2,11.6135330688936
"Centro",2018,2,18.8126388943286
"Chamartín",2018,2,16.6065058351281
"Chamberí",2018,2,17.7497685149743
"Ciudad Lineal",2018,2,13.0612300540625
"Fuencarral",2018,2,12.1206466258191
"Hortaleza",2018,2,13.4297449196317
"Latina",2018,2,11.4790187123636
"Moncloa",2018,2,15.1891763368615
"Moratalaz",2018,2,10.769478278323
"Puente De Vallecas",2018,2,11.8751001603871
"Retiro",2018,2,15.7678607071339
"Salamanca",2018,2,19.0892430286753
"San Blas",2018,2,11.8084237984012
"Tetuan",2018,2,15.1145580123034
"Usera",2018,2,11.5334578025335
"Vicálvaro",2018,2,9.96213936458689
"Villa De Vallecas",2018,2,10.915967237532
"Villaverde",2018,2,10.427526649093
