Provincia	Municipio	Localidad	C.P.	Dirección	Margen	"Longitud (WGS84)"	"Latitud (WGS84)"	"Precio Gasolina 95 Protección"	"Precio Gasoleo A"	"Precio Nuevo Gasoleo A"	"Precio Biodiesel"	"% éster metílico"	"Precio Bioetanol"	"% Bioalcohol"	"Precio Gasolina  98"	"Precio Gas Natural Comprimido"	Rótulo	"Tipo Venta"	Remisión	Horario
ÁLAVA	Alegría-Dulantzi	ALEGRIA-DULANTZI         	01240	CL MANISITU, 9	D	-2,509361	42,846028		1,193			0,0		0,0			NOROIL	P	dm	L-D: 24H
ÁLAVA	Amurrio	AMURRIO                  	01470	CALLE ALDAY, 4	D	-3,002444	43,051278	1,220	1,169	1,230		0,0		0,0	1,336		PETRONOR	P	dm	L: 06:00-23:00
ÁLAVA	Amurrio	LEZAMA                   	01450	CARRETERA A-624 KM. 37,8	D	-2,967611	43,031889	1,219	1,169	1,229		0,0		0,0	1,339		CEPSA	P	OM	L-D: 06:00-22:00
ÁLAVA	Arrazua-Ubarrundia	LUKO                     	01510	N-240-B km 11,8	D	-2,639528	42,941417	1,229	1,179	1,239		0,0		0,0	1,349		CEPSA	P	OM	L-D: 06:00-22:00
ÁLAVA	Arrazua-Ubarrundia	ZURBANO                  	01520	AUTOVIA N-1 km 358	N	-2,616361	42,876861	1,219	1,165	1,225	1,165	12,0	1,371	85,0	1,338		AVIA	P	dm	L-D: 24H
ÁLAVA	Artziniega	ARTZINIEGA               	01474	AVENIDA DE GARAY, 23 (CARRETERA DE VITORIA A BALMASE km 56)	D	-3,122528	43,123361	1,205	1,150			0,0		0,0			AVIA - E.S. SAN MATEO	P	dm	L-D: 06:00-22:00
ÁLAVA	Asparrena	ILARDUIA                 	01260	N-IA km 385,1	I	-2,278694	42,866417	1,175	1,077	1,250		0,0		0,0			RED AHORRO	P	OM	L-D: 24H
ÁLAVA	Campezo/Kanpezu	SANTA CRUZ CAMPEZO         	01110	CR A-132  VITORIA-ESTELLA, 38,1	I	-2,357278	42,670222	1,200	1,100	1,230		0,0		0,0			PETRONOR	P	dm	L-D: 07:00-22:00
ÁLAVA	Elburgo/Burgelu	ELBURGO/BURGELU          	01192	CARRETERA N-1 KM. 364,4	D	-2,518167	42,878556	1,249	1,189	1,254		0,0		0,0	1,368		REPSOL	P	OM	L-D: 06:00-22:00
ÁLAVA	Iruña Oka/Iruña de Oca	NANCLARES DE LA OCA      	01230	CALLE TRATADO DE PARIS, 6	D	-2,772250	42,823778	1,149	1,069		1,308	10,0		0,0			EUROCAM	P	dm	L-D: 24H
ÁLAVA	Labastida	SALINILLAS DE BURADON    	01212	CARRETERA N-124 KM. 35	I	-2,849833	42,635194	1,205	1,165	1,230		0,0		0,0	1,324		REPSOL	P	OM	L-V: 07:00-21:45; S-D: 08:00-21:45
ÁLAVA	Laguardia	LAGUARDIA                	01300	CARRETERA A-124 KM. 65	I	-2,578806	42,547639	1,205	1,165	1,230		0,0		0,0			REPSOL	P	OM	L-V: 07:00-21:45; S-D: 08:00-21:45
ÁLAVA	Lantarón	PUENTELARRÁ/LARRAZUBI    	01423	CARRETERA A-2122 KM. 11	I	-3,045750	42,755583	1,100	1,039			0,0		0,0			AVIA	P	dm	L-D: 07:00-21:00
ÁLAVA	Llodio	LAUDIO/LLODIO            	01400	CL ARETA, 2	D	-2,951361	43,148639	1,205	1,159	1,224		0,0		0,0	1,324		PETRONOR	P	OM	L-D: 06:00-22:00
ÁLAVA	Llodio	LAUDIO/LLODIO            	01400	AVENIDA ZUMALACARREGUI (C.C. EROSKI), S/N	I	-2,968000	43,138000	1,167	1,111		1,126	12,0		0,0	1,297		EROSKI	P	dm	L-S: 07:30-21:30
ÁLAVA	Oyón/Oion	OYON-OION                	01320	CARRETERA LOGROÑO KM. 10	D	-2,432278	42,490611	1,199	1,149			0,0		0,0	1,318		E.S. OION	P	dm	L-D: 07:00-23:00
ÁLAVA	Ribera Alta	POBES                    	01420	ACCESO A2622, 0	N	-2,901944	42,811250	1,176	1,098			0,0		0,0			E.S. TOCALU S.L.	P	dm	L-D: 07:00-22:00
ÁLAVA	Ribera Baja/Erribera Beitia	IGAY                     	01213	AU AP-68, 63  D	D	-2,913306	42,743111	1,239	1,195	1,260		0,0		0,0	1,358		PETRONOR	P	OM	L-D: 24H
ÁLAVA	Ribera Baja/Erribera Beitia	IGAY                     	01213	AU AP-68, 63,5	I	-2,913222	42,741361	1,239	1,195	1,260		0,0		0,0	1,358		PETRONOR	P	OM	L-D: 24H
ÁLAVA	Ribera Baja/Erribera Beitia	RIBABELLOSA              	01213	POLIGONO SUI 1, (C.C. EROSKI), 1	N	-2,917639	42,704639	1,116	1,060		1,075	12,0		0,0	1,202		EROSKI	P	dm	L-S: 10:00-22:00
ÁLAVA	Ribera Baja/Erribera Beitia	RIBABELLOSA              	01213	AVENIDA ALAVA, 12	D	-2,920667	42,692917	1,129	1,125	1,185	1,155	12,0		0,0	1,295		EESS ROMPETROL	P	dm	L-D: 24H
ÁLAVA	Ribera Baja/Erribera Beitia	RIBABELLOSA              	01213	CARRETERA N-I KM. 323	N	-2,906944	42,710639	1,251	1,195	1,256		0,0		0,0			SHELL	P	OM	L-D: 24H
ÁLAVA	Salvatierra/Agurain	SALVATIERRA O AGURAIN    	01200	CARRETERA ANTIGUA NACIONAL I KM. 375	N	-2,394583	42,848944	1,219	1,169	1,229		0,0		0,0	1,339		GALP	P	OM	L-D: 06:00-22:00
ÁLAVA	San Millán/Donemiliaga	DURRUMA/SAN ROMAN DE SAN 	01207	POLIGONO OKITURRI, S/N	D	-2,320361	42,863500	1,237	1,165			0,0		0,0	1,356		"ANDAMUR ""SAN ROMAN"""	P	dm	L-D: 24H
ÁLAVA	San Millán/Donemiliaga	DURRUMA/SAN ROMAN DE SAN 	01207	CALLE DEIDA, 4	D	-2,314083	42,871167		1,159			0,0		0,0			VALCARCE	P	dm	L-D: 24H
ÁLAVA	San Millán/Donemiliaga	DURRUMA/SAN ROMAN DE SAN 	01207	CALLE POLIGONO OKITURRI, 4	D	-2,324083	42,863583	1,255	1,199		1,199	5,0		0,0			IS-XXI	P	dm	L-D: 24H
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01002	CL PORTAL DE ELORRIAGA,17	D	-2,648306	42,849778	1,219	1,169	1,234		0,0		0,0	1,338		REPSOL	P	OM	L-D: 06:00-22:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01007	CALLE ALTO DE ARMENTIA, 2	N	-2,698917	42,836778	1,179	1,119	1,179		0,0		0,0	1,345		GALP	P	OM	L-D: 06:00-22:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01008	CL CASTILLA, 30	D	-2,682278	42,842833	1,239	1,169	1,234		0,0		0,0	1,358		REPSOL	P	dm	L-S: 06:00-23:00; D: 07:30-23:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01010	ALIBARRA, 34	N	-2,710500	42,864944	1,219	1,149	1,209		0,0		0,0	1,338		AVIA	P	dm	L-V: 07:00-21:30
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01010	CALLE URARTEA, 23	D	-2,712722	42,863778	1,219	1,165	1,225	1,165	12,0		0,0	1,338		AVIA	P	dm	L-D: 06:30-22:30
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01010	AVENIDA AVDA. DE LOS HUETOS, 56	N	-2,716389	42,857194	1,235	1,175	1,240		0,0		0,0	1,355		ONAINDIA	P	dm	L-D: 06:00-22:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01010	AVENIDA MEDITERRANEO, 7	N	-2,693722	42,849028	1,229	1,179	1,239		0,0		0,0	1,349		CEPSA	P	OM	L-D: 06:00-22:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01010	CALLE BREMEN, 6	D	-2,708611	42,854694	1,116	1,060			0,0		0,0			EROSKI	P	dm	L-D: 24H
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01010	DUSSELDORF,1	D	-2,710139	42,854473	1,199	1,149	1,209		0,0		0,0	1,319		CEPSA	P	OM	L-D: 05:30-23:30
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01006	CL TRIANAS, 17	D	-2,664500	42,838722	1,239	1,169	1,234		0,0		0,0	1,358		REPSOL	P	OM	L-D: 06:00-22:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01006	CALLE VENTA DE LA ESTRELLA, 3	D	-2,658222	42,836833	1,229	1,179	1,239		0,0		0,0	1,349		CEPSA	P	OM	L-V: 07:00-22:00; S: 07:00-21:00; D: 08:00-21:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01013	CL PORTAL BETO¿O, 1	D	-2,661694	42,859278	1,219	1,169	1,234		0,0		0,0	1,338		PETRONOR	P	OM	L-D: 06:00-22:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01013	AV AVENIDA DEL CANTABRICO,8 -(PG PO	D	-2,660222	42,864667	1,229	1,179	1,244		0,0		0,0	1,348		REPSOL	P	OM	L-D: 06:00-22:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01013	C/  ZARAMAGA,1, C.C. BOULEVARD  (EROSKI)	N	-2,664278	42,860306	1,167	1,111		1,126	12,0		0,0	1,297		EROSKI	P	dm	L-D: 24H
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01013	CALLE REYES CATOLICOS, 2	N	-2,672944	42,855000	1,228	1,173		1,189	30,0		0,0	1,344		ESASA	P	dm	L: 07:00-23:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01013	CALLE PORTAL DE ARRIAGA, 66	N	-2,678833	42,868611	1,235	1,175	1,240		0,0		0,0	1,355		ONAINDIA	P	dm	L-D: 06:00-23:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01013	CALLE PORTAL DE BERGARA, 2	N	-2,653139	42,864694	1,225	1,179	1,239		0,0		0,0	1,343		SHELL	P	OM	L-D: 05:00-23:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01013	PORTAL DE GAMARRA, 7 (BILBAO)	I	-2,661139	42,865278	1,221	1,174	1,235		0,0		0,0	1,339		SHELL	P	OM	L-V: 06:00-22:00; S: 06:00-14:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01013	CALLE DEBA, 1	N	-2,656861	42,856194	1,229	1,189	1,259		0,0		0,0	1,356		BP  VITORIA	P	dm	L-D: 24H
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01195	CL AVENIDA HUETOS, 81	I	-2,721583	42,857472	1,239	1,159	1,224		0,0		0,0	1,358		PETRONOR	P	OM	L-D: 06:00-23:00
ÁLAVA	Vitoria-Gasteiz	SUBIJANA DE ALAVA        	01195	CARRETERA NACIONAL 1 KM. 341,8	D	-2,778694	42,818944	1,259	1,199	1,264		0,0		0,0	1,374		SUBIJANA	P	dm	L-V: 06:00-23:00; S: 06:00-22:00; D: 06:00-23:00
ÁLAVA	Vitoria-Gasteiz	VITORIA-GASTEIZ          	01015	POLIGONO P.I. JUNDIZ - C/ LERMANDABIDE, 8	N	-2,741917	42,845639	1,229	1,179	1,239		0,0		0,0			CEPSA	P	OM	L-S: 06:00-22:30
ÁLAVA	Vitoria-Gasteiz	ZUAZO DE VITORIA/ZUHATZU 	01195	VIAL CTRA. N102 KM347, N102	I	-2,722278	42,829528	1,155	1,098			0,0		0,0			IBAIA ENERGY	P	dm	L-D: 24H
ÁLAVA	Vitoria-Gasteiz	ARANGUIZ                 	01196	AUTOVIA VITORIA-ATUBE KM. 6	D	-2,702278	42,895667	1,219	1,165	1,225		0,0	1,371	85,0	1,338		AVIA	P	dm	L-D: 06:00-22:00
ÁLAVA	Vitoria-Gasteiz	LOPIDANA                 	01196	CR N-1, 350,5	I	-2,714472	42,878694	1,249	1,189	1,254		0,0		0,0	1,368		REPSOL	P	OM	L-D: 24H
ÁLAVA	Vitoria-Gasteiz	LOPIDANA                 	01196	CR N-1, 350,5	D	-2,712472	42,877139	1,249	1,189	1,254		0,0		0,0	1,368		REPSOL	P	OM	L-D: 24H
ÁLAVA	Zuia	ALTUBE                   	01139	AU AP-68, 36	I	-2,870083	42,966111	1,239	1,195	1,260		0,0		0,0	1,358		PETRONOR	P	OM	L-D: 06:00-23:00
ÁLAVA	Zuia	ALTUBE                   	01139	AU AP-68, 36	D	-2,873583	42,966472	1,239	1,195	1,260		0,0		0,0	1,358		REPSOL	P	OM	L-D: 06:00-23:00
ÁLAVA	Zuia	MURGIA                   	01130	N-622 km 20,3	D	-2,827722	42,961583	1,219	1,169	1,229		0,0		0,0	1,339		CEPSA	P	OM	L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00
ALBACETE	Abengibre	ABENGIBRE                	02250	AVENIDA CASTILLA LA MANCHA, 26	D	-1,539167	39,211417	1,194	1,179			0,0		0,0			Nº 10.935	P	dm	L-D: 07:00-22:00
ALBACETE	Alatoz	ALATOZ                   	02152	CR CM-332, 46,4	I	-1,346083	39,100389	1,269	1,199	1,279		0,0		0,0	1,389		CAMPSA	P	dm	L-D: 7:00-23:00
ALBACETE	Albacete	ALBACETE                 	02001	CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5	I	-1,832000	39,054694	1,228	1,189	1,245		0,0		0,0	1,329		SHELL	P	dm	L-D: 06:00-21:30
ALBACETE	Albacete	ALBACETE                 	02001	AVENIDA 1º DE MAYO, S/N	N	-1,868500	38,985667	1,245	1,135	1,185		0,0		0,0	1,355		CARREFOUR	P	dm	L-S: 07:00-22:00
ALBACETE	Albacete	ALBACETE                 	02005	AVENIDA MENÉNDEZ PIDAL, 58	N	-1,864917	39,003333	1,229	1,189	1,249		0,0		0,0	1,348		TAMOS	P	dm	L-D: 24H
ALBACETE	Albacete	ALBACETE                 	02005	CL PASEO DE LA CUBA, 15	D	-1,854556	38,999722	1,219	1,199	1,264		0,0		0,0	1,338		REPSOL	P	OM	L-D: 06:00-23:00
ALBACETE	Albacete	ALBACETE                 	02002	CALLE HERMANOS FALCÓ, 2	D	-1,849028	38,989250	1,229	1,209	1,265		0,0		0,0	1,349		CEPSA	P	dm	L-D: 24H
ALBACETE	Albacete	ALBACETE                 	02006	AVDA. DE LOS TOREROS, S/N	N	-1,869889	38,998222	1,219	1,149	1,199		0,0		0,0			INPEALSA	P	dm	L-D: 07:00-23:00
ALBACETE	Albacete	ALBACETE                 	02006	AVDA. DE ESPAÑA (PRÓX. A C/ SAN JUAN), S/N	N	-1,853306	38,982167	1,219	1,149			0,0		0,0			INPEALSA	P	dm	L-D: 07:00-23:00
ALBACETE	Albacete	ALBACETE                 	02006	CALLE CTRA. DE JAEN, 79	I	-1,883694	38,988111	1,245	1,199	1,259		0,0		0,0	1,365		REPSOL	P	dm	L: 06:00-00:00
ALBACETE	Albacete	ALBACETE                 	02006	CARRETERA JAEN KM. 2	D	-1,871722	38,994667	1,245	1,189	1,249		0,0		0,0	1,355		REPSOL	P	dm	L-D: 24H
ALBACETE	Albacete	ALBACETE                 	02006	CR N-322, 337,8	I	-2,031861	38,925833	1,259	1,189	1,249		0,0		0,0	1,375		REPSOL	P	dm	L-D: 06:30-22:30
ALBACETE	Albacete	ALBACETE                 	02006	CARRETERA M 3203 KM. 2,6	D	-1,875944	38,963972	1,217	1,167	1,187		0,0		0,0	1,297		LA PULGOSA	P	dm	L-D: 07:00-22:00
ALBACETE	Albacete	ALBACETE                 	02006	PG CAMPOLLANO-P. 2-CT, S.N.	D	-1,874972	39,012583	1,219	1,209	1,274		0,0		0,0	1,338		REPSOL	P	OM	L-D: 06:00-23:00
ALBACETE	Albacete	ALBACETE                 	02006	CR N-301, 244	I	-1,892972	39,027778	1,219	1,209	1,274		0,0		0,0	1,338		REPSOL	P	OM	L-D: 24H
ALBACETE	Albacete	ALBACETE                 	02006	AUTOVIA A-31 KM. 	D	-1,817194	38,969389	1,259	1,209	1,274		0,0		0,0	1,378		REPSOL	P	OM	L-D: 07:00-23:00
ALBACETE	Albacete	ALBACETE                 	02006	CARRETERA N-322 KM. 359	D	-1,845083	39,033139	1,219	1,199	1,264		0,0		0,0	1,338		REPSOL	P	OM	L-S: 07:00-21:30; D: 09:00-15:00
ALBACETE	Albacete	ALBACETE                 	02006	CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N	N	-1,847361	38,988972	1,189	1,125			0,0		0,0	1,317		EROSKI	P	dm	L-S: 07:00-23:00; D: 08:00-23:00
ALBACETE	Albacete	ALBACETE                 	02006	AVENIDA 1º DE MAYO, S/N	N	-1,866806	38,985194		1,139			0,0		0,0			PETROCAMP	P	dm	L-D: 07:00-23:00
ALBACETE	Albacete	ALBACETE                 	02006	CALLE ALMANSA, 2	I	-1,847083	38,984139	1,239	1,205	1,264		0,0		0,0	1,349		CEPSA	P	OM	L-D: 24H
ALBACETE	Albacete	ALBACETE                 	02099	CARRETERA NACIONAL 301 KM. 256	D	-1,831639	38,929389	1,219	1,139			0,0		0,0			E.S. LA DEHESA DE AB	P	dm	L-D: 06:00-22:00
ALBACETE	Albacete	ALBACETE                 	02004	CARRETERA N-322 KM. 349	D	-1,919778	38,970167	1,239	1,205	1,264		0,0		0,0	1,349		CEPSA	P	OM	L-V: 07:30-22:00; S-D: 08:00-22:00
ALBACETE	Albacete	SANTA ANA                	02328	AVENIDA PRINCIPE, 2	D	-1,994028	38,900944	1,229	1,209	1,274		0,0		0,0	1,348		CAMPSA	P	OM	L-S: 07:00-22:00; D: 08:00-21:00
ALBACETE	Albacete	SALOBRAL (EL)            	02140	CM. 3203 km 14,1	D	-1,920500	38,867556	1,220	1,165			0,0		0,0	1,340		LOZANO	P	dm	L-D: 07:00-22:30
ALBACETE	Albacete	AGUAS NUEVAS             	02049	AVDA. ALBACETE, S/N (AB-2 km 5)	D	-1,915694	38,923889	1,219	1,205	1,264		0,0		0,0	1,339		CEPSA	P	OM	L-V: 07:00-22:30; S-D: 08:00-22:30
ALBACETE	Albacete	ALBACETE	02007	SECTOR PARCELA T-3 LOCAL52, 14	N	-1,878111	39,009639	1,179	1,084	1,125		0,0		0,0	1,277		ALCAMPO	P	dm	L-S: 07:00-23:00; D: 15:00-23:00
ALBACETE	Albacete	ALBACETE	02007	POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69	D	-1,874333	39,018000	1,219	1,159	1,269		0,0		0,0	1,329		ENERCOM CARBURANTES	P	dm	L-D: 24H
ALBACETE	Albacete	ALBACETE	02007	MADRID-CARTAGENA km 248,5	D	-1,845278	38,971722	1,219	1,199	1,264		0,0		0,0	1,338		LOS ANGELES DE LA MANCHA, S.L.	P	OM	L-D: 06:00-22:00
ALBACETE	Albacete	ALBACETE	02007	MADRID-CARTAGENA km 248,5	I	-1,845306	38,971778	1,219	1,199	1,264		0,0		0,0	1,338		LOS ANGELES DE LA MANCHA	P	OM	L-S: 06:00-22:00
ALBACETE	Albacete	ALBACETE	02007	AUTOVIA A-31 KM. 69	I	-1,891361	39,031528	1,269	1,214	1,279		0,0		0,0	1,388		REPSOL	P	OM	L-D: 24H
ALBACETE	Albacete	ALBACETE	02007	POLIGONO CAMPOLLANO C/.F, 13	D	-1,889417	39,012472		1,159			0,0		0,0			E.S. LEDAÑA	P	dm	L-D: 24H
ALBACETE	Albacete	ALBACETE	02007	AVENIDA 0, 48	N	-1,886278	39,021778	1,200	1,130			0,0		0,0	1,330		AB OIL	P	dm	L-V: 07:00-21:00; S-D: 09:00-14:00 y 17:00-20:00
ALBACETE	Albacete	ALBACETE	02007	AVENIDA PRIMERA, 94	N	-1,893944	39,016361	1,199	1,139	1,189		0,0		0,0			INPEALSA	P	dm	L-V: 06:00-22:00; S: 06:00-15:00
ALBACETE	Albacete	ALBACETE	02007	CARRETERA C-M 332 KM. 2,6	D	-1,831611	38,998111	1,234	1,208	1,263		0,0		0,0	1,348		"INLOCOR S.L. ""CEPSA"""	P	dm	L-D: 06:00-01:00
ALBACETE	Albacete	ALBACETE	02007	AVENIDA 3ª ESQUINA C/ F Nº3, 3	N	-1,885694	39,009417	1,199	1,129			0,0		0,0			FAST & GAS	P	dm	L-D: 24H
ALBACETE	Albacete	ALBACETE	02080	AUTOVIA A-30 KM. 239,4	D	-1,933250	39,059806	1,259	1,229	1,289		0,0		0,0	1,369		CEPSA	P	OM	L-D: 24H
ALBACETE	Albacete	ALBACETE	02080	AUTOVIA A-30 KM. 239,4	I	-1,933056	39,060528	1,284	1,229	1,289		0,0		0,0	1,399		CEPSA	P	OM	L-D: 24H
ALBACETE	Alcadozo	ALCADOZO                 	02124	CM-3203 km 41,9	I	-1,978917	38,646833	1,225	1,204	1,263		0,0		0,0			CEPSA	P	OM	L-D: 07:00-21:30
ALBACETE	Alcalá del Júcar	ALCALA DEL JUCAR         	02210	CARRETERA CM-3201 47,1 KM. 47,1	D	-1,433222	39,203167	1,239	1,189			0,0		0,0			EL JUCAR	P	dm	L: 07:00-22:00
ALBACETE	Alcaraz	ALCARAZ                  	02300	CR N-322 276,5	D	-2,492222	38,673111	1,229	1,219	1,284		0,0		0,0	1,348		CAMPSA	P	OM	L-D: 07:00-22:00
ALBACETE	Alcaraz	JARDIN (EL)              	02330	CR N-322, 302,8	I	-2,327639	38,808528	1,229	1,219	1,284		0,0		0,0	1,348		REPSOL	P	OM	L-D: 07:30-22:00
ALBACETE	Almansa	ALMANSA                  	02640	CL AVDA. DE AYORA, S.N. A	D	-1,100528	38,874583	1,269	1,229	1,294		0,0		0,0	1,388		REPSOL	P	OM	L-D: 06:00-23:00
ALBACETE	Almansa	ALMANSA                  	02640	AVENIDA CIRCUNVALACION, 26	N	-1,084750	38,859944	1,279	1,199	1,259		0,0		0,0			CEPSA	P	OM	L-D: 06:00-22:00
ALBACETE	Almansa	ALMANSA                  	02640	AVENIDA MADRID, 11	N	-1,108000	38,871556	1,279	1,199	1,259		0,0		0,0			CEPSA	P	OM	L-V: 07:00-21:00; S: 07:00-14:00
ALBACETE	Almansa	ALMANSA                  	02640	AUTOVIA A-31 KM. 143,350	I	-1,143722	38,878278	1,279	1,219	1,279		0,0		0,0	1,399		CEPSA	P	OM	L-D: 06:00-22:00
ALBACETE	Almansa	ALMANSA                  	02640	AUTOVIA A-31 KM. 140	D	-1,175750	38,875028	1,269	1,219	1,284		0,0		0,0	1,388		SHELL	P	dm	L-D: 06:00-22:00
ALBACETE	Almansa	ALMANSA                  	02640	AVENIDA CIRCUNVALACION, 17	N	-1,089278	38,874083		1,138			0,0		0,0			GASÓLEOS S. ALMANSA	P	dm	L: 05:00-23:00
ALBACETE	Almansa	ALMANSA                  	02640	AVENIDA CIRCUNVALACION, 9	N	-1,098889	38,879167	1,289	1,209	1,269		0,0		0,0	1,409		CEPSA	P	OM	L-D: 24H
ALBACETE	Alpera	ALPERA                   	02690	AVENIDA MAESTRO COLAS, Nº3 (CTRA. VENTA LA VEGA-CASAS IBAÑ km 9,2)	D	-1,228972	38,957139	1,269	1,199			0,0		0,0	1,389		FRANCISCO SAEZ EGIDO	P	dm	L-V: 06:00-21:00; S-D: 07:00-14:30 y 16:30-21:00
ALBACETE	Ayna	SARGUILLA (LA)           	02126	CARRETERA C.M. 3203 KM. 53,400	I	-2,046306	38,577889	1,189	1,129			0,0		0,0			E.S. LA SARGUILLA	P	dm	M-D: 08:30-21:00
ALBACETE	Balazote	BALAZOTE                 	02320	N-322 km 326,2	D	-2,150639	38,878028	1,239	1,209			0,0		0,0	1,358		E.S. BALAZOTE S.L.	P	dm	L: 07:00-23:00
ALBACETE	Barrax	BARRAX                   	02639	CALLE ALBACETE, 57	I	-2,195139	39,043139	1,239	1,209			0,0		0,0	1,358		E.S. BARRAX S.L.	P	dm	L-D: 24H
ALBACETE	Barrax	BARRAX                   	02639	CAMINO DE LOS GONZALOS SN	D	-2,192996	39,051236		1,113			0,0		0,0			COABA	P	dm	L-D: 24H
ALBACETE	Bienservida	BIENSERVIDA              	02360	CARRETERA BIENSERVIDA KM. 10	N	-2,617667	38,516417	1,247	1,179			0,0		0,0			MEROIL	P	dm	L-D: 07:00-22:00
ALBACETE	Bonete	BONETE                   	02691	AUTOVIA A-31 KM. 126	D	-1,331500	38,875861	1,259	1,209	1,274		0,0		0,0	1,378		REPSOL	P	OM	L-D: 06:00-22:00
ALBACETE	Bonete	BONETE                   	02691	CR N-430, 566,3	I	-1,331611	38,876111	1,269	1,214	1,279		0,0		0,0	1,388		REPSOL	P	OM	L-D: 06:00-23:00
ALBACETE	Bonillo (El)	BONILLO (EL)             	02610	CALLE CARRETERA MUNERA, 2	D	-2,535056	38,953361	1,249	1,189	1,254		0,0		0,0	1,368		CAMPSA	P	OM	L-D: 07:00-23:00
ALBACETE	Casas de Juan Núñez	CASAS DE JUAN NUÑEZ      	02151	AVDA. ALBACETE, 33	D	-1,560857	39,100792	1,189	1,159			0,0		0,0			GASOLINERAS DEL REY	P	dm	L-D: 07:00-23:00
ALBACETE	Casas-Ibáñez	CASAS-IBAÑEZ             	02200	CARRETERA ALBACETE KM. 94	I	-1,477806	39,283944	1,259	1,189			0,0		0,0	1,359		CARMONED	P	dm	L-D: 07:00-21:00
ALBACETE	Caudete	CAUDETE                  	02660	CARRETERA VILLENA-CAUDETE KM. 10	I	-0,946306	38,682750	1,266	1,149			0,0		0,0	1,365		ES CAUDETE	P	dm	L-D: 06:00-21:00
ALBACETE	Caudete	CAUDETE                  	02660	CR N-344 DIRC.VALENCIA, KM.  118.3	N	-0,943000	38,727472	1,279	1,199	1,269		0,0		0,0	1,406		PARGA I	P	dm	L-D: 06:00-22:00
ALBACETE	Caudete	CAUDETE                  	02660	CR N-330, 71,4	I	-0,955833	38,756417	1,269	1,214	1,279		0,0		0,0	1,388		REPSOL	P	OM	L-D: 24H
ALBACETE	Caudete	CAUDETE                  	02660	CARRETERA N-344 KM. 114,500	I	-0,974778	38,710861		1,165			0,0		0,0			TRANSPORTES CAUDETE	P	dm	L-V: 06:00-22:00; S: 06:00-14:00
ALBACETE	Caudete	CAUDETE                  	02660	AVENIDA VALENCIA DE, 16	N	-0,982111	38,708944	1,289	1,205	1,275		0,0		0,0	1,409		GALP	P	dm	L-D: 06:00-22:00
ALBACETE	Caudete	CAUDETE                  	02660	CARRETERA N-330 KM. 68	D	-0,939444	38,728889	1,285	1,205	1,275		0,0		0,0	1,410		BP OIL	P	dm	L-D: 24H
ALBACETE	Chinchilla de Monte-Aragón	CHINCHILLA DE MONTE-ARAGO	02520	AUTOVIA A-31 KM. 86	D	-1,758000	38,937583	1,259	1,209	1,274		0,0		0,0	1,378		CAMPSA	P	OM	L: 06:00-23:00
ALBACETE	Chinchilla de Monte-Aragón	CHINCHILLA DE MONTE-ARAGO	02520	AUTOVIA A-31 KM. 86	I	-1,757611	38,938611	1,259	1,209	1,274		0,0		0,0	1,378		CAMPSA	P	OM	L-D: 06:00-23:00
ALBACETE	Chinchilla de Monte-Aragón	CHINCHILLA DE MONTE-ARAGO	02520	Ctra. AB-430 KM 530,3	I	-1,726278	38,915972	1,259	1,209	1,274		0,0		0,0	1,378		PETRONOR	P	OM	L: 06:00-22:00
ALBACETE	Chinchilla de Monte-Aragón	POZO BUENO               	02510	CL AVENIDA GENERALISIMO 107 (N-301 km 276)	I	-1,731861	38,803389	1,249	1,239	1,304		0,0		0,0	1,368		CAMPSA	P	OM	L-D: 06:00-22:00
