Provincia	Municipio	Localidad	C.P.	Dirección	Margen	"Longitud (WGS84)"	"Latitud (WGS84)"	"Precio Gasolina 95 Protección"	"Precio Gasoleo A"	"Precio Nuevo Gasoleo A"	"Precio Biodiesel"	"% éster metílico"	"Precio Bioetanol"	"% Bioalcohol"	"Precio Gasolina  98"	"Precio Gas Natural Comprimido"	Rótulo	"Tipo Venta"	Remisión	Horario
ALMERÍA	Mojácar	MOJACAR                  	04638	CARRETERA CARRETERA DE GARRUCHA A TURRE KM. 4,8	D	-1,869667	37,163167	1,269	1,209	1,269		0,0		0,0	1,389		CEPSA	P	OM	L: 06:00-00:00
ALMERÍA	Mojácar	MOJACAR                  	04638	CR AL-118, 0,6	D	-1,824028	37,169056	1,265	1,205	1,270		0,0		0,0	1,384		REPSOL	P	OM	L-D: 07:00-23:00
ALMERÍA	Mojonera (La)	MOJONERA (LA)            	04745	N-340 km 420,7	I	-2,686917	36,796056	1,229	1,215	1,280		0,0		0,0	1,348		CAMPSA	P	OM	L-D: 24H
ALMERÍA	Mojonera (La)	MOJONERA (LA)            	04745	CARRETERA N-340 KM. 418	I	-2,706361	36,790778	1,229	1,209	1,269		0,0		0,0	1,347		SHELL	P	OM	L-D: 06:00-22:00
ALMERÍA	Mojonera (La)	MOJONERA (LA)	04279	CARRETERA N-340 KM. 418	D	-2,706861	36,791667	1,229	1,209	1,269		0,0		0,0	1,347		SHELL	P	OM	L-D: 24H
ALMERÍA	Nacimiento	NACIMIENTO               	04540	CR A-92, 356,2	I	-2,618361	37,112528	1,265	1,209	1,274		0,0		0,0	1,384		REPSOL	P	OM	L-D: 06:00-23:00
ALMERÍA	Níjar	NIJAR                    	04100	CR N-340, 487	I	-2,127111	36,955667	1,259	1,209	1,274		0,0		0,0	1,378		REPSOL	P	dm	L-D: 24H
ALMERÍA	Níjar	NIJAR                    	04100	N-341 (NIJAR-CARBONERAS) km 0,5	D	-2,062944	36,992000	1,239	1,219	1,279		0,0		0,0	1,357		SHELL	P	OM	L-D: 24H
ALMERÍA	Níjar	NIJAR                    	04100	CARRETERA AL-340 ALMERIA-NIJAR KM. 30	N	-2,205833	36,949250	1,260	1,205	1,279		0,0		0,0			NIJAR	P	dm	L-D: 07:00-21:30
ALMERÍA	Níjar	NIJAR                    	04100	AUTOVIA AUTOVIA DEL MEDITERRANEO SAL.471 KM. 471	N	-2,205694	36,949417	1,259	1,209	1,269		0,0		0,0	1,367		ESTACION DE SERVICIO EL 21	P	dm	L-D: 06:00-00:00
ALMERÍA	Níjar	NIJAR                    	04100	AUTOVIA ALMERIA-MURCIA SALIDA 494	I	-2,067056	36,993861	1,239	1,209	1,279		0,0		0,0	1,367		VENTA DEL POBRE	P	dm	L-D: 05:30-00:30
ALMERÍA	Níjar	SAN ISIDRO DE NIJAR      	04117	CARRETERA IRYDA (CH) KM. 5	D	-2,149167	36,922972	1,169	1,089			0,0		0,0			HORTOFRUCOOP S.C.A.	P	dm	L-D: 07:00-23:00
ALMERÍA	Níjar	SAN ISIDRO DE NIJAR      	04117	CARRETERA DE IRYDA KM. 5200	I	-2,186444	36,898083	1,235	1,215	1,280		0,0		0,0	1,354		REPSOL	P	OM	L-S: 06:00-22:00
ALMERÍA	Níjar	SAN ISIDRO DE NIJAR      	04117	CRTA. DE YRIDA km 27	I	-2,178361	36,904333	1,279	1,209			0,0		0,0			"CASI "" COOPERATIVA AGRICOLA """	P	dm	L-D: 06:00-23:00
ALMERÍA	Níjar	CAMPOHERMOSO             	04110	CARRETERA DE LAS NEGRAS KM. 149	D	-2,138694	36,940667	1,259	1,199	1,279		0,0		0,0	1,372		BP	P	dm	L-D: 24H
ALMERÍA	Níjar	CAMPOHERMOSO             	04110	CARRETERA IRIDA KM. 15,6	D	-2,143667	36,927306	1,259	1,209	1,272		0,0		0,0	1,369		CEPSA	P	OM	L-D: 06:00-23:00
ALMERÍA	Níjar	BARRANQUETE (EL)         	04117	CARRETERA AL-3201 KM. 6,5	I	-2,160972	36,815778	1,229	1,195			0,0		0,0	1,348		REPSOL	P	OM	L: 07:00-22:00
ALMERÍA	Oria	ORIA                     	04810	AVENIDA ANDALUCIA, 62	I	-2,287528	37,485000	1,279	1,209			0,0		0,0			CEPSA	P	dm	L-D: 06:00-00:00
ALMERÍA	Pulpí	PULPI                    	04640	POLIGONO POLIGONO INDUSTRIAL PULPI, S/N	D	-1,760833	37,393194	1,219	1,149			0,0		0,0			E.S. AQUACENTER	P	dm	L-D: 07:00-22:00
ALMERÍA	Pulpí	PULPI                    	04640	POLIGONO S-LF1, 1	N	-1,749139	37,383472	1,219	1,139			0,0		0,0			APARCAMIENTOS DE PULPI	P	dm	L-D: 24H
ALMERÍA	Purchena	PURCHENA                 	04870	CR A-334, 50.9 (A-334 km 50,9)	D	-2,339556	37,358250	1,269	1,229			0,0		0,0			REPSOL	P	dm	L-V: 06:30-23:00; S-D: 07:00-23:00
ALMERÍA	Rioja	RIOJA                    	04260	CR A-92, 386	I	-2,466583	36,960750	1,265	1,209			0,0		0,0	1,384		REPSOL	P	OM	L-D: 06:00-22:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CR  E-15  ,P.K. 429  (N-340 SALIDA	D	-2,597167	36,819917	1,259	1,219	1,284		0,0		0,0	1,378		REPSOL	P	OM	L-D: 06:00-00:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CRTA. ALICUN, S/N (C.C. EROSKI)	N	-2,611944	36,776111	1,153	1,079			0,0		0,0	1,289		EROSKI	P	dm	L-D: 07:00-23:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CARRETERA SABINAL KM. 337	I	-2,616861	36,741306	1,249	1,209	1,269		0,0		0,0	1,359		CEPSA	P	OM	L-D: 06:00-23:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CARRETERA MOJONERA (MO) KM. 37	I	-2,645694	36,759611	1,249	1,209	1,269		0,0		0,0	1,359		CEPSA	P	OM	L-D: 06:00-23:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CARRETERA ALMERIA 9029 KM. 1	D	-2,629694	36,773194	1,209	1,149			0,0		0,0	1,339		E.S PACOCALCULA	P	dm	L-D: 24H
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CAMINO DE LAS MERCADOS Nº 50	D	-2,637818	36,751385	1,185	1,125			0,0		0,0			CONSUMOMAR S.C.A.	P	dm	L-S: 08:00-14:00 y 16:00-19:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CTRA.LA MOJONERA km 285	N	-2,636957	36,761107	1,362	1,229	1,335		0,0		0,0	1,485		04,1,00112	P	dm	L-D: 24H
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CAMINO DE LOS MERCADOS, S/N	D	-2,642528	36,757167	1,251	1,207			0,0		0,0	1,369		COSTA DE ALMERIA	P	dm	L-D: 07:00-22:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	AVENIDA ALICUN, 62	D	-2,613361	36,771750	1,251	1,209	1,269		0,0		0,0	1,371		CEPSA	P	dm	L-D: 24H
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	AVENIDA DE ALICUN, 23 (A-391 km 0,5)	I	-2,613417	36,769972	1,251	1,209	1,269		0,0		0,0	1,371		CEPSA	P	dm	L-D: 07:00-23:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CARRETERA ALICUN KM. 5,05	I	-2,602111	36,798722	1,251	1,209	1,269		0,0		0,0	1,371		REPSOL	P	dm	L-D: 07:00-23:00
ALMERÍA	Roquetas de Mar	ROQUETAS DE MAR          	04740	CTRA. ALICUN KM 5.05 (A-391 km 3,8)	D	-2,601222	36,798611	1,251	1,209	1,269		0,0		0,0	1,371		REPSOL	P	dm	L-D: 06:00-23:00
ALMERÍA	Roquetas de Mar	AGUADULCE                	04720	AVENIDA CALOS III, 82	D	-2,592917	36,809278	1,259	1,199	1,269		0,0		0,0	1,379		CEPSA	P	dm	L-D: 24H
ALMERÍA	Roquetas de Mar	AGUADULCE                	04720	AVENIDA CARLOS III (AS), 305	N	-2,584861	36,811083	1,249	1,198	1,269		0,0		0,0	1,376		AGUADULCE	P	dm	L-D: 24H
ALMERÍA	Roquetas de Mar	AGUADULCE                	04720	CALLE JOSE MARIA MOLINA, S/N	D	-2,582556	36,822694	1,249	1,209	1,274		0,0		0,0	1,368		REPSOL	P	OM	L-D: 07:00-23:00
ALMERÍA	Santa Fe de Mondújar	SANTA FE DE MONDUJAR     	04420	N-324 km 311,900	N	-2,537639	36,962917	1,240	1,180	1,200		0,0		0,0			LOS MILLARES	P	dm	L-D: 07:00-10:00
ALMERÍA	Sorbas	SORBAS                   	04270	BO EL PUNTAL, SN	D	-2,128694	37,169833	1,255	1,185			0,0		0,0			CEPSA - LOS FILABRES SCA	P	dm	L-V: 08:00-18:00; S: 08:00-14:00
ALMERÍA	Sorbas	SORBAS                   	04270	CARRETERA A-316 UBEDA-CABRA  PK. 169 KM. S/N	D	-2,121306	37,097500	1,269	1,219	1,289		0,0		0,0			E/S  SAN JAVIER	P	dm	L-D: 06:00-22:00
ALMERÍA	Tabernas	TABERNAS                 	04200	AVENIDA RICARDO FABREGA, 81	N	-2,387556	37,057278	1,271	1,215	1,284		0,0		0,0	1,398		LA ERA	P	dm	L-D: 07:00-21:00
ALMERÍA	Tabernas	TABERNAS                 	04200	CR A-92, 379	D	-2,446056	37,016417	1,265	1,209			0,0		0,0	1,384		CAMPSA	P	dm	L-D: 06:00-23:30
ALMERÍA	Tabernas	TABERNAS                 	04200	CARRETERA N-340A KM. 479	D	-2,204167	37,080556	1,299	1,229	1,309		0,0		0,0	1,419		REPSOL	P	dm	L-D: 07:00-11:00
ALMERÍA	Taberno	TABERNO                  	04692	CARRETERA HUERCAL-OVERA KM. 19400	I	-2,071556	37,463389	1,279	1,206			0,0		0,0			CEPSA	P	dm	L-S: 08:00-18:00; D: 08:00-14:00
ALMERÍA	Tahal	TAHAL                    	04275	CARRETERA A-349 KM. 26,6	D	-2,296194	37,231111	1,299	1,199	1,259		0,0		0,0			CEPSA	P	dm	L-D: 07:00-22:00
ALMERÍA	Tíjola	TIJOLA                   	04880	AVENIDA AVD.  JOSE ANTONIO, 18	D	-2,432222	37,347722	1,279	1,229	1,294		0,0		0,0	1,398		REPSOL	P	dm	L-D: 06:00-22:00
ALMERÍA	Vélez-Blanco	VELEZ-BLANCO             	04830	CARRETERA A-317 KM. 161	I	-2,095889	37,681861	1,269	1,174			0,0		0,0	1,389		ANROROIL	P	dm	L-D: 07:00-22:00
ALMERÍA	Vélez-Blanco	VELEZ-BLANCO             	04830	CARRETERA C-321, PJE.CAÑADA DE NAVARRO KM 000000 KM. 162	D	-2,090333	37,678111					0,0		0,0			ANROROIL	P	dm	L-V: 10:00-15:00
ALMERÍA	Vélez-Blanco	TOPARES                  	04839	CARRETERA VELEZ BLANCO KM. 26	I	-2,226750	37,859639	1,264	1,199			0,0		0,0			REPSOL 	P	dm	L-D: 08:00-22:00
ALMERÍA	Vélez-Rubio	VELEZ-RUBIO              	04820	POLIGONO LA FORJA, 79/80	D	-2,100750	37,644861	1,235	1,157			0,0		0,0			PETROVELEZ	P	dm	L-V: 08:30-14:00 y 16:00-20:30; S: 09:00-13:30
ALMERÍA	Vélez-Rubio	VELEZ-RUBIO              	04820	AV ANDALUCIA 41	I	-2,070389	37,646750	1,256	1,182			0,0		0,0	1,317		(SIN RÓTULO)	P	dm	L-D: 24H
ALMERÍA	Vera	VERA                     	04620	CR AL-3327, 3,8	I	-1,836806	37,220833	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	dm	L-D: 07:00-23:00
ALMERÍA	Vera	VERA                     	04620	CL ANCHA, S.N.	D	-1,872667	37,249083	1,255	1,215	1,280		0,0		0,0	1,374		REPSOL	P	OM	L: 07:00-22:00
ALMERÍA	Vera	VERA                     	04620	CARRETERA DE RONDA KM. 97	D	-1,868778	37,239444	1,229	1,169			0,0		0,0			VERADIESEL	P	dm	L-D: 07:00-22:00
ALMERÍA	Vera	VERA                     	04620	CARRETERA 337 KM 1,8 KM. 1,8	N	-1,850611	37,234583	1,259	1,189	1,209		0,0		0,0	1,375		ESTACION SERVICIO VERA SV	P	dm	L-D: 24H
ALMERÍA	Viator	VIATOR                   	04240	CARRETERA VIATOR - EL ALQUIAN KM. 8,5	N	-2,423139	36,878167	1,266	1,209	1,279		0,0		0,0	1,393		VIATOR	P	dm	L-V: 06:30-22:30; S: 06:30-21:30; D: 07:30-21:30
ALMERÍA	Viator	VIATOR                   	04240	PARAJE PISAICA DE LA VIRGEN S/N	N	-2,409402	36,876635	1,220	1,140			0,0		0,0			S.A.T. PISAICA DE LA VIRGEN	P	dm	L-D: 06:00-22:00
ALMERÍA	Viator	VIATOR                   	04240	CALLE SIERRA DE CAZORLA, 23 (P.I. LA JUAIDA), 23	D	-2,419472	36,884611	1,276	1,219	1,283		0,0		0,0	1,396		REPSOL	P	dm	L: 06:00-22:00
ALMERÍA	Vícar	GANGOSA (LA)             	04738	AVENIDA SIERRA DE GADOR, 6	N	-2,625167	36,803278	1,200	1,115			0,0		0,0			CAMPO ROQUETAS	P	dm	L-D: 24H
ALMERÍA	Vícar	PUEBLA DE VICAR          	04738	CAMINO CORTIJO SAN LUCIANO, S/N	N	-2,673639	36,807167		1,053			0,0		0,0			E.S. GASOLEOS HORTICAMPO - VICAR	P	dm	L-V: 08:00-21:00; S-D: 08:00-19:00
ALMERÍA	Vícar	VICAR                    	04738	PARAJE EL VIZCONDE CARRETERA IRYDA SECTOR IV, S/N	I	-2,675944	36,782806	1,190	1,100	1,130		0,0		0,0			E.S.VICASOL	P	dm	L-D: 06:00-22:00
ALMERÍA	Vícar	VICAR                    	04738	CTRA. NACIONAL 340	D	-2,653568	36,799468	1,215	1,130	1,160		0,0		0,0	1,300		CONSUMOMAR	P	dm	L-D: 24H
ALMERÍA	Vícar	VICAR                    	04738	CARRETERA ROQUETAS KM. 9	N	-2,642722	36,831444	1,259	1,199	1,269		0,0		0,0	1,386		BP VIAPARK	P	dm	L-D: 24H
ALMERÍA	Vícar	VICAR                    	04738	CARRETERA MOJONERA AL SOLANILLO KM. S/N	N	-2,661000	36,737694	1,207	1,125			0,0		0,0	1,280		AGLA	P	dm	L-D: 06:00-22:00
ALMERÍA	Vícar	VICAR                    	04738	BULEVAR BULEVAR CIUDAD DE VICAR, 300	N	-2,609389	36,807389	1,239	1,179	1,249		0,0		0,0	1,365		NESTOR	P	dm	L-D: 24H
ALMERÍA	Vícar	VICAR                    	04738	BULEVAR CIUDAD DE VICAR, 659	N	-2,621028	36,804778	1,229	1,199	1,264		0,0		0,0	1,348		REPSOL	P	OM	L-D: 06:30-22:30
ASTURIAS	Allande	POLA DE ALLANDE          	33880	CL AVENIDA DE GALICIA, 44	I	-6,614222	43,271667	1,278	1,198	1,278		0,0		0,0			PETRONOR	P	dm	L-D: 07:00-22:30
ASTURIAS	Aller	CORIGOS                  	33685	AS-112 km 5,8	N	-5,674861	43,164750	1,280	1,209	1,274		0,0		0,0	1,399		REPSOL	P	OM	L-D: 07:00-23:00
ASTURIAS	Aller	MOREDA                   	33670	CALLE CONSTITUCIÓN, 91	D	-5,742972	43,171833	1,279	1,209	1,279		0,0		0,0	1,403		GALP	P	OM	L-D: 07:00-23:00
ASTURIAS	Aller	CABORANA                 	33684	PG POL.INDUSTRIAL DE CABORANA	N	-5,754333	43,174139	1,280	1,209	1,274		0,0		0,0	1,399		REPSOL	P	OM	L-D: 07:00-23:00
ASTURIAS	Avilés	AVILES                   	33402	TRAVESIA LOS CANAPES, 2	D	-5,912611	43,546778	1,269	1,209	1,269		0,0		0,0	1,379		LOS CANAPES	P	dm	L-D: 24H
ASTURIAS	Avilés	AVILES                   	33402	CALLE BUENAVISTA, 100	I	-5,938028	43,543389	1,263	1,201	1,262		0,0		0,0	1,381		SHELL	P	OM	L-D: 06:00-00:00
ASTURIAS	Avilés	AVILES                   	33401	AVDA. CONDE DE GUADALHORCE, 69	I	-5,922806	43,567861	1,269	1,209	1,269		0,0		0,0	1,379		LA RÍA	P	OM	L-D: 06:00-22:00
ASTURIAS	Avilés	AVILES                   	33401	TRAVESÍA TORNO DEL, 2	D	-5,923194	43,570639	1,205	1,137			0,0		0,0			REPOSTA	P	dm	L-D: 24H
ASTURIAS	Avilés	VILLALEGRE (AVILES)	33400	CALLE SANTA APOLONIA, 161	D	-5,902833	43,538111	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	OM	L-D: 07:00-23:00
ASTURIAS	Avilés	LLARANES	33460	AVENIDA GIJON, 70	I	-5,911444	43,551556	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	OM	L-D: 24H
ASTURIAS	Avilés	AVILES	33400	AVDA. CRISTOBAL COLÓN, S/N	N	-5,906889	43,537000	1,265	1,199	1,259		0,0		0,0	1,383		SHELL	P	OM	L-D: 06:00-00:00
ASTURIAS	Avilés	AVILES	33400	AVDA. DE SAN AGUSTÍN S/N	N	-5,933139	43,552000	1,265	1,199	1,259		0,0		0,0	1,383		SHELL	P	OM	L-D: 06:00-00:00
ASTURIAS	Avilés	AVILES	33400	AVENIDA LUGO, 110	N	-5,929250	43,575028	1,197	1,137	1,202		0,0		0,0	1,316		GRUPO ARIAS	P	dm	L-D: 24H
ASTURIAS	Avilés	AVILES	33400	AVENIDA DE LUGO, 24	D	-5,927000	43,566361	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	OM	L-D: 07:00-23:00
ASTURIAS	Avilés	AVILES	33400	CARRETERA AS-238 (PARQ. EMPRES. PRINCIPADO ASTURIAS KM. 0,8	I	-5,911000	43,560056	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	OM	L-D: 06:00-22:00
ASTURIAS	Avilés	AVILES	33400	CALLE BUENAVISTA, 63	N	-5,933444	43,545278	1,207	1,147	1,207		0,0		0,0	1,317		CARBUESPORT 2000	P	dm	L-S: 08:00-22:00
ASTURIAS	Avilés	AVILES	33400	AVDA. DE LOS TELARES, 27 (N-632 km 94,4)	I	-5,924028	43,562333	1,269	1,209	1,269		0,0		0,0	1,379		CEPSA	P	OM	L-D: 06:00-23:59
ASTURIAS	Belmonte de Miranda	BELMONTE                 	33830	CARRETERA CTRA DEL PUERTO S/N KM. 1	I	-6,218333	43,286861	1,193	1,145			0,0		0,0			GALP	P	dm	L-D: 08:00-21:00
ASTURIAS	Bimenes	SIENRA                   	33528	CASERÍO SIENRA, 1	D	-5,565806	43,323639	1,279	1,199			0,0		0,0	1,398		REPSOL	P	OM	M-D: 07:00-22:00
ASTURIAS	Boal	BOAL                     	33720	CALLE ISIDORO FONTANA, S/N	D	-6,815833	43,431056	1,259	1,215	1,280		0,0		0,0			CAMPSA	P	OM	S-D: 24H
ASTURIAS	Cabrales	ARENAS (LAS)             	33554	CARRETERA AS-114 KM. 32,80	D	-4,795833	43,297944	1,249	1,159			0,0		0,0	1,339		ESC-PETROLEOS	P	dm	L-D: 08:00-22:00
ASTURIAS	Cangas de Onís	CANGAS DE ONIS           	33550	AVENIDA COVADONGA, S/N	I	-5,119889	43,350889	1,259	1,189	1,249		0,0		0,0	1,359		CAMPSA	P	dm	L: 06:00-22:00
ASTURIAS	Cangas de Onís	CANGAS DE ONIS           	33550	CARRETERA AS-114 KM. 1,100	I	-5,124972	43,354111	1,249	1,159	1,219	1,149	12,0		0,0	1,339		ESC-PETROLEOS	P	dm	L-D: 06:00-23:00
ASTURIAS	Cangas de Onís	COVIELLA                 	33547	ACCESO CRA. NACIONAL 625, 0	D	-5,182750	43,388500	1,239	1,169	1,229		0,0		0,0	1,349		GALP ARRIONDAS	P	OM	L-D: 24H
ASTURIAS	Cangas del Narcea	CANGAS DEL NARCEA        	33800	AVENIDA DE OVIEDO, 3	D	-6,546389	43,180833	1,278	1,198	1,278		0,0		0,0	1,398		FLOREZ SIERRA	P	dm	L-D: 06:00-23:00
ASTURIAS	Cangas del Narcea	CANGAS DEL NARCEA        	33800	AVENIDA ALEJANDRO CASONA, 35	N	-6,545111	43,183417		1,140			0,0		0,0			FLOREZ COSMEN, S.L.	P	dm	L-D: 24H
ASTURIAS	Cangas del Narcea	TEBONGO                  	33816	CARRETERA CORNELLANA-PUERTO DE CERREDO KM. 15,4	D	-6,499444	43,243083	1,278	1,198	1,278		0,0		0,0	1,398		CEPSA	P	dm	L-D: 06:30-22:30
ASTURIAS	Carreño	BARCA (LA)               	33438	LUGAR LA BARCA, S/N	N	-5,852278	43,554167		1,229			0,0		0,0			ESOIL	P	dm	L-V: 09:00-13:00 y 15:30-19:00
ASTURIAS	Carreño	CARREÑO	33438	AS-110 km 3	N	-5,768028	43,554944	1,259	1,179	1,219		0,0		0,0	1,379		E.S. CABO PEÑAS	P	dm	L: 07:00-23:00
ASTURIAS	Carreño	CARREÑO	33438	CARRETERA AS-19 KM. 9,600	D	-5,767861	43,554833	1,269	1,209	1,269		0,0		0,0	1,379		CEPSA	P	OM	L-D: 06:30-22:30
ASTURIAS	Carreño	CARREÑO	33438	POLIGONO DE TABAZA II, PARCELA 28 (AS-110 km 7,8)	D	-5,834667	43,550000	1,277	1,209			0,0		0,0			BETA GROUP	P	dm	L-V: 06:30-22:30; S-D: 10:00-22:00
ASTURIAS	Carreño	PERLORA	33439	CARRETERA AS-329 KM. 4,1	I	-5,754500	43,578500	1,249	1,179	1,239		0,0		0,0	1,369		GALP	P	OM	L-V: 07:00-22:00; S-D: 08:00-22:00
ASTURIAS	Carreño	TAM ON	33469	AUTOVIA A-8 KM. 401,5	D	-5,819694	43,514361	1,280	1,199	1,264		0,0		0,0	1,399		PETRONOR	P	OM	L-D: 24H
ASTURIAS	Carreño	TAM ON	33469	AUTOPISTA A-8 KM. 401,5	I	-5,817333	43,511278	1,280	1,199	1,264		0,0		0,0	1,399		PETRONOR	P	OM	L-D: 24H
ASTURIAS	Castrillón	SALINAS	33400	AVENIDA CAMPON - SALINAS, 16	D	-5,959278	43,571250	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	OM	L-D: 06:00-22:00
ASTURIAS	Castrillón	SALINAS	33400	AVENIDA CAMPON EL, 16	D	-5,959528	43,571167	1,213	1,153	1,218	1,212	12,0		0,0	1,332		GF	P	dm	L-D: 24H
ASTURIAS	Castrillón	SANTIAGO DEL MONTE       	33459	SANTIAGO DEL MONTE, 151 (AEROPUERTO DE ASTURIAS)	D	-6,030389	43,555500	1,210	1,180			0,0		0,0			REPSOL	P	dm	L: 06:30-22:30
ASTURIAS	Castrillón	PIEDRAS BLANCAS          	33450	AVDA. PRINCIPAL, 37	N	-5,981028	43,557306	1,205	1,139			0,0		0,0	1,320		A. G. 	P	dm	L-D: 07:00-23:00
ASTURIAS	Coaña	JARRIO                   	33719	POLIGONO INDUSTRIAL RIO PINTO, 102	N	-6,764556	43,541778	1,274	1,209	1,279		0,0		0,0	1,404		REPSOL	P	dm	L-D: 07:00-23:00
ASTURIAS	Coaña	JARRIO                   	33719	CTRA.N-634 km 528	D	-6,759778	43,541056	1,277	1,204	1,265		0,0		0,0	1,395		SHELL	P	OM	L-V: 06:00-00:00; S-D: 07:00-23:00
ASTURIAS	Coaña	CARTAVIO                 	33719	CR N-634, 530,1 (N-634 km 530,13)	I	-6,783639	43,544278	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	dm	L-D: 07:00-23:00
ASTURIAS	Colunga	COLUNGA                  	33320	CR N-632, 23,7	D	-5,260944	43,484417	1,299	1,229	1,294		0,0		0,0	1,418		REPSOL	P	dm	L: 06:00-22:00
ASTURIAS	Colunga	COLUNGA                  	33320	AUTOVIA A8 km 347,5	D	-5,283194	43,482500	1,299	1,209	1,269		0,0		0,0	1,409		CEPSA	P	OM	L-D: 24H
ASTURIAS	Colunga	COLUNGA                  	33320	AUTOVIA A8 km 347,5	I	-5,289083	43,481361	1,299	1,209	1,269		0,0		0,0	1,409		CEPSA	P	OM	L-D: 24H
ASTURIAS	Corvera de Asturias	CAMPOS (LOS)             	33404	CARRETERA AS-17 KM. 3,5	D	-5,889639	43,535167	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	OM	L-D: 07:00-23:00
ASTURIAS	Corvera de Asturias	SAMA DE ABAJO            	33470	CAMINO CAMINO DE LA TEJERA, S/N	D	-5,865306	43,508417	1,189	1,099			0,0		0,0			CORVERA	P	dm	L-D: 24H
ASTURIAS	Corvera de Asturias	TRASMONTE                	33468	COMPLEJO CENTRO COMERCIAL PARQUE ASTUR, S/N	D	-5,871278	43,547556	1,295	1,209	1,274		0,0		0,0	1,414		REPSOL	P	OM	L-D: 07:00-23:00
ASTURIAS	Corvera de Asturias	CORVERA DE ASTURIAS	33416	CARRETERA AS-19 KM. 19,4	I	-5,872500	43,550694	1,269	1,209	1,269		0,0		0,0	1,379		CEPSA	P	OM	L-S: 06:00-23:59; D: 07:00-23:00
ASTURIAS	Cudillero	CUDILLERO                	33150	CARRETERA NACIONAL 632 KM 123.700 KM. 	N	-6,166056	43,554528	1,235	1,179	1,239		0,0		0,0	1,345		AVIA	P	dm	L-D: 24H
ASTURIAS	Cudillero	SAN COSME                	33155	CARRETERA N-632 KM. 128,100	I	-6,217694	43,546944		1,199			0,0		0,0			CAMPSA	P	OM	L-S: 08:00-20:00; D: 8:00-14:30
ASTURIAS	Cudillero	NOVELLANA                	33157	AUTOVIA DEL CANTABRICO  A8 KM. 134,2	N	-6,283778	43,557583	1,274	1,209			0,0		0,0	1,403		REPSOL	P	dm	L-D: 24H
ASTURIAS	Franco (El)	VALDEPARES               	33746	CR N-634, 535,8	D	-6,845083	43,555028	1,269	1,209	1,274		0,0		0,0	1,388		REPSOL	P	OM	L-D: 07:00-23:00
ASTURIAS	Gijón	GIJON                    	33206	CALLE CARMEN, 24	D	-5,667639	43,541139	1,279	1,229			0,0		0,0			CAMPSA	P	dm	L-D: 24H
ASTURIAS	Gijón	GIJON                    	33207	AVENIDA PORTUGAL, 44	D	-5,671306	43,537917	1,295	1,219	1,284		0,0		0,0	1,414		REPSOL	P	OM	L-D: 24H
ASTURIAS	Gijón	GIJON                    	33202	CL SANTA DORADIA 22	D	-5,657083	43,538250	1,279	1,225			0,0		0,0	1,399		REPSOL	P	dm	L-D: 06:00-22:00
ASTURIAS	Gijón	GIJON                    	33205	AVENIDA MANUEL LLANEZA, 28	D	-5,662306	43,535944	1,285	1,239			0,0		0,0			CAMPSA	P	dm	L-D: 07:00-23:00
ASTURIAS	Gijón	GIJON                    	33208	CALLE FERNANDEZ LADREDA, 45	D	-5,668472	43,534333	1,295	1,219	1,284		0,0		0,0	1,414		REPSOL	P	OM	L-D: 07:00-23:00
ASTURIAS	Gijón	GIJON                    	33203	CARRETERA AS-247 KM. 1	D	-5,638167	43,541917	1,279	1,219			0,0		0,0			WASHMAX	P	dm	L-D: 24H
ASTURIAS	Gijón	GIJON                    	33204	CARRETERA VIESQUES KM. S/N	D	-5,643306	43,532028	1,285	1,219			0,0		0,0			REPSOL	P	OM	L-D: 06:00-22:00
ASTURIAS	Gijón	GIJON                    	33209	CARRETERA AS-248 KM. 20	D	-5,654861	43,528778	1,289	1,234	1,294		0,0		0,0	1,409		E.S. CEARES	P	dm	L-D: 24H
ASTURIAS	Gijón	GIJON                    	33212	AVENIDA PRINCIPE DE ASTURIAS, 78	D	-5,695444	43,543167	1,254	1,189	1,249		0,0		0,0	1,369		CEPSA	P	dm	L-D: 24H
